h3_id,centroid_lat,centroid_lon
8861892cc1fffff,13.030775307791323,77.62077411462974
8860145a5bfffff,12.911360050870622,77.53453544265238
8861892c87fffff,13.053285091305606,77.60008237402599
8861892c07fffff,13.053103058640481,77.65909488306553
8861892529fffff,12.955762575317095,77.67008372024932
8861892437fffff,12.911082108995783,77.61032506874416
8860145905fffff,13.053430389007335,77.54953128556659
8860145b35fffff,13.01599633370179,77.56154117775588
886189256bfffff,12.940759476499526,77.6782596380061
8861892567fffff,12.955730514266481,77.6785156326255
8860145b63fffff,13.00095630966337,77.58656214559167
8861892c35fffff,13.068096157221122,77.65091680678316
8861892c55fffff,13.030637972928698,77.66292862281475
88601459ddfffff,13.023680587510452,77.49009852083469
8860145903fffff,13.045986646477122,77.53677359933292
8860145a55fffff,12.926290684608167,77.54320234149165
8860145a8dfffff,12.941417047020039,77.49295087796766
8861892525fffff,12.970732611043363,77.67033930690656
88601458e5fffff,13.008750155967924,77.48143665292987
8860145941fffff,13.03095603200444,77.56179123444898
8860145927fffff,13.075878193755171,77.54569388058515
886189242dfffff,12.910951489057508,77.64403004113058
886189250dfffff,12.940792236302107,77.66982815914291
88601458c5fffff,12.98633196468837,77.47686066902357
8860145121fffff,12.911418820155443,77.51770207252471
886014591bfffff,13.031076887518601,77.51968452798504
886014596bfffff,13.045915417429802,77.56204131613762
8861892ea3fffff,13.015783085201111,77.62894990437445
88618924e1fffff,12.896180846364793,77.59322576741826
8861892539fffff,12.948357271132963,77.64888017140788
88618924bdfffff,12.903773382119159,77.5638764780041
8861892c95fffff,13.045841716610175,77.5873162117528
8860145b5bfffff,12.963620912972964,77.56487697029706
8860145a03fffff,12.941279199720084,77.53503263687372
8861892423fffff,12.911017344977918,77.62717596492584
8860145a25fffff,12.971142909952363,77.5523699509317
8860145865fffff,13.008580285986707,77.54036193377036
8860145931fffff,13.060966101668924,77.52860099925118
886016960bfffff,13.09076948897825,77.57121717798836
8861892515fffff,12.940888872869454,77.64453848685942
8860145165fffff,12.903865039578893,77.5386198927686
88618925d1fffff,12.918612497607686,77.5978148959212
8860145819fffff,12.978792898457785,77.49777492516709
8861892c23fffff,13.068070025284431,77.65934998525947
8860145845fffff,12.986155663726594,77.53577861452203
8861892ed9fffff,12.96338694123262,77.63227675844675
88601459c3fffff,13.031146112115618,77.49443008803469
8860169647fffff,13.090724288161592,77.58807050409956
8861892489fffff,12.881281004498511,77.57613140578934
8860145b57fffff,12.978582041369473,77.56512715586294
886014581dfffff,12.98625804590375,77.50210642289792
8860145b17fffff,12.993595813652348,77.5485336552253
8861892e03fffff,12.99314151691826,77.68337252705467
8860145137fffff,12.911504934277595,77.49245800495069
8861892d99fffff,13.083161078134868,77.61744500629
886189258dfffff,12.941013891135011,77.61083004995834
88618925d3fffff,12.918643710616669,77.58939161832805
8860145967fffff,13.060874487947368,77.56229142282557
8861892c97fffff,13.045866558318536,77.57889044932041
8861892e57fffff,12.978170892072953,77.6831162516027
8860145935fffff,13.068433077902828,77.53293590898349
88601459e1fffff,13.053543916777922,77.50742732277159
8861892e07fffff,13.000611559427167,77.6877177771567
8860145923fffff,13.068410800507717,77.54135793304297
8861892e11fffff,12.985702341445439,77.67059491911841
88618925cbfffff,12.918549252996335,77.61466383862056
8860145a11fffff,12.93384212140987,77.52228202961419
8861892e93fffff,12.985937770993463,77.60316129133832
8860145805fffff,13.001164205992044,77.51918876554369
8860145a2bfffff,12.95621063999867,77.54370045014105
886016965dfffff,13.07578718871925,77.5793924195911
8860145841fffff,12.978689655859146,77.53144465486162
8860145a29fffff,12.956182682695289,77.55212042676467
8861892ee5fffff,13.008200268163673,77.65832972952433
8860145855fffff,12.978741823341469,77.5146081926012
886014584bfffff,12.971223854755115,77.52711111716746
886014585bfffff,12.963811288971923,77.50594400083577
8860145b05fffff,13.000983255305684,77.57813768206188
8861892e31fffff,13.008141586611007,77.67519500111092
8860145b49fffff,12.971002534802029,77.59448395478437
8860145925fffff,13.075855855175181,77.55411731853249
8861892ec7fffff,12.98579268507838,77.64530134607047
88601458e1fffff,13.001285249778409,77.4771063522006
8861892dd3fffff,13.075667237649927,77.62153353033631
886014593dfffff,13.060943610310652,77.53702240769371
8860145a45fffff,12.93369774693522,77.56437667416394
886189258bfffff,12.933577337575585,77.59806673721877
886189243dfffff,12.903549981169402,77.62283638844949
88601458e9fffff,12.993796672580341,77.48119074145868
8860145169fffff,12.888904520406019,77.53837112921276
886014586bfffff,12.993647668743751,77.53169313512313
8860145b33fffff,13.008554924167447,77.54878302542119
8861892c9bfffff,13.030905769604761,77.57863950181832
88618924edfffff,12.896148445225052,77.60164879385573
886189248dfffff,12.88874688509691,77.5804672605444
8860145b55fffff,12.978554454070654,77.57354977475295
8861892501fffff,12.940824722247921,77.66139747416217
8861892593fffff,12.933668053969637,77.5727979950617
8860145a59fffff,12.91133025804129,77.54295332449072
8861892cedfffff,13.053182724978239,77.63379903401048
886189252bfffff,12.955794362257532,77.66165260182501
8860145a4bfffff,12.91876583576087,77.55570647219281
88618925c9fffff,12.918517221243864,77.62308950322367
8861892cc3fffff,13.0308019496941,77.61234559942923
8860145a69fffff,12.941164014587596,77.56871240781155
8861892547fffff,12.93329043332102,77.67391592001653
8861892583fffff,12.94107475998177,77.59398060439302
8861892405fffff,12.896016114934653,77.63534885400159
8860145a53fffff,12.918854568488136,77.53045098206029
8861892411fffff,12.881149139331356,77.60982018845104
8861892519fffff,12.92592033050742,77.64428425128968
8860145a31fffff,12.95626573574215,77.52686289032351
88618924cdfffff,12.873716198835425,77.59705952300932
8861892415fffff,12.888615877971713,77.61415850022377
8860145839fffff,13.001213443492436,77.5023534023982
88618924b1fffff,12.903804206792536,77.55545681906955
8860145811fffff,12.986282958500368,77.49369037215806
8861892517fffff,12.940920537695334,77.63611018504265
8860145833fffff,13.008726709304094,77.48985215265361
8860145961fffff,13.05338305586525,77.56637845883525
88618924c1fffff,12.873749515759496,77.58863754350801
8860145b3dfffff,13.008503378758931,77.56562760201209
8861892ccdfffff,13.030748390966501,77.62920342564557
88601459cdfffff,13.031100236290957,77.51126558217435
8861892c9dfffff,13.038348311681524,77.59140359015242
8860145809fffff,12.986207401325217,77.51894092147634
8860145addfffff,12.918997012617044,77.48837446035992
8860145a1dfffff,12.93381379164406,77.53069936303132
88601459d5fffff,13.031168639320661,77.48601354020481
8861892e19fffff,12.978202042350876,77.67468329194102
8860169653fffff,13.075833241526894,77.56254155451654
8860145b03fffff,12.993542863975305,77.56537736643338
8860145a0dfffff,12.941222152760867,77.55187092753043
886016964bfffff,13.075763749406871,77.58781904817931
8860145831fffff,13.008702989275125,77.49826845197288
8860145a13fffff,12.933870178762,77.51386549444337
8860145b5dfffff,12.971059505387956,77.57763596261074
8860145ae3fffff,12.948881585892021,77.49728149696924
8861892521fffff,12.963263384220497,77.66599574353837
8861892c99fffff,13.030880226630117,77.58706483123903
8861892eb9fffff,13.000845785199083,77.6202679640216
8861892cb3fffff,13.060827032033625,77.5791414219101
8860145945fffff,13.038423476734799,77.56612814820926
8861892dd1fffff,13.075642420701907,77.62996414156717
8861892e05fffff,13.000581044402367,77.69615257789772
8860145a05fffff,12.948716643831258,77.54778569414307
8860145803fffff,12.993723400361564,77.50643834267235
8860145a17fffff,12.941335156069018,77.51819753784314
8860145ae9fffff,12.94136272545343,77.50978118581237
88618920b1fffff,12.955632685702387,77.70381613093318
8860145919fffff,13.031053264737771,77.52810427262327
886014580dfffff,12.99367318600962,77.52327407236255
88618925a9fffff,12.955979331797295,77.61108257842027
8860145b4dfffff,12.978470050139592,77.59882241214493
88618924c7fffff,12.881248446425875,77.58455240752028
88618924c5fffff,12.881215616257013,77.59297420537493
8860145b1bfffff,12.978636395403942,77.54828430994945
886189255bfffff,12.91091815144659,77.6524582711113
8860145959fffff,13.016046902928716,77.54469696613421
8861892585fffff,12.948511793718314,77.60674354295539
88618924b5fffff,12.911269855632662,77.55979148046625
88618925cdfffff,12.925984786472217,77.62742930886117
8860145125fffff,12.918883601487968,77.52203408086888
8860145861fffff,13.001113874466938,77.53602732343735
8861892cd9fffff,13.015865111891737,77.60366565876555
8860145817fffff,12.993772521647209,77.48960580908785
8860145105fffff,12.89646020656822,77.51745437698551
886016961dfffff,13.090791676138448,77.56279171121432
8861892cb1fffff,13.060802891546114,77.5875676173983
8860145a3dfffff,12.956238324322406,77.53528127124395
886014593bfffff,13.053499329016297,77.52426651171618
886189256dfffff,12.948195903657346,77.69103666357887
8860145b21fffff,13.015944667923371,77.57838857940006
8860145a3bfffff,12.948800341853673,77.52253000313249
88601696ddfffff,13.075943559851218,77.52042835746923
8861892495fffff,12.888842282237524,77.55520719088808
8860145163fffff,12.896430254538881,77.52587023091662
88618925c7fffff,12.933515494645928,77.61491654569839
8861892e33fffff,13.008171064867007,77.66676196815686
8861892e8bfffff,12.985851542087806,77.62844293786357
8861892cc9fffff,13.023279444887716,77.62486201520883
8861892467fffff,12.903450147227122,77.64811685298085
88601696c9fffff,13.075900257343413,77.53727124092518
8861892531fffff,12.955857114108504,77.6447927478436
8861892c11fffff,13.038190560404566,77.64197597899003
8860145b61fffff,13.00092908990733,77.59498740580403
8861892eb1fffff,13.00834216290481,77.61618046003306
88618924b7fffff,12.911300192987047,77.55137200384542
8861892e37fffff,13.01564087813626,77.67110622022133
8861892435fffff,12.911049863437206,77.61875011920614
8860145b6dfffff,13.000901595961787,77.60341346244756
8860145939fffff,13.05347662353865,77.53268730452533
8861892cabfffff,13.06075378512811,77.60442239900976
8861892421fffff,12.910984553542978,77.63560260565133
8861892c0bfffff,13.038135775549893,77.65883980638091
886014591dfffff,13.03851985341117,77.53243872491393
88601459dbfffff,13.016238226499233,77.47735205992507
8861892c15fffff,13.045660124024597,77.64631884766473
886014584dfffff,12.978663162291065,77.53986408342715
8860145953fffff,13.023562769549752,77.53219017014558
8861892ee9fffff,12.993232047936129,77.65807472934473
8860145aedfffff,12.948827695763862,77.51411303576208
8861892413fffff,12.881182513917093,77.60139679910228
8860145a1bfffff,12.926377137332718,77.51794979280936
88618925d9fffff,12.911114081728627,77.60190081379157
8860145a89fffff,12.933952717091515,77.4886206809043
8861892cc7fffff,13.038270673589452,77.61668620267871
8860145ac7fffff,12.933925476527277,77.49703481983909
8860145abdfffff,12.956424477514364,77.4763693762971
8860145ae7fffff,12.956346333333876,77.50161253792122
8861892cc5fffff,13.038244244306147,77.62511533247584
8861892c8dfffff,13.045765541959739,77.61259827939732
886014592bfffff,13.060920844288617,77.54544461460395
8861892513fffff,12.933452558747604,77.63176953613029
8860145965fffff,13.060850897475259,77.57071602363544
8861892ccbfffff,13.023306574324327,77.61643331871556
8861892491fffff,12.881377046887486,77.55087317984689
88601696c7fffff,13.090877671580389,77.52909782518532
88618925ddfffff,12.918581011759265,77.60623896943586
886014590bfffff,13.038496170805645,77.5408598836324
8861892ea1fffff,13.01575519358159,77.63737957756706
8860145b3bfffff,13.001062448308888,77.55286907407907
8861892ce7fffff,13.060703577610933,77.62128036645649
88601696cbfffff,13.075922046016561,77.52884939980311
8861892545fffff,12.933257187233083,77.68234757896877
8860145b37fffff,13.016021755346161,77.55311867306688
8860145b2dfffff,13.015918423637316,77.58681347585323
8861892e83fffff,12.993348911485818,77.62435545664562
8861892569fffff,12.940726442765197,77.68669191049864
8860145b1dfffff,12.986076006587773,77.56104113934147
8861892c1bfffff,13.03072119914372,77.6376335322245
88618925b3fffff,12.9560971721518,77.57738514049029
8861892427fffff,12.918484916426848,77.63151596299338
88618924e3fffff,12.896212975081148,77.58480353692327
8861892e97fffff,12.993405696988852,77.60750059237634
8860145a83fffff,12.941470279487854,77.47612376674034
88618924adfffff,12.911177209017113,77.58505469142048
8861892553fffff,12.918419487299213,77.64837126702443
88618925abfffff,12.956009202072604,77.60265702473104
8861892e95fffff,12.99337744136364,77.61592762662748
88601459c5fffff,13.038589256041853,77.50718004068429
88618925d7fffff,12.92611042026093,77.59372896692358
886014583dfffff,13.008678995804797,77.50668555063837
8861892507fffff,12.94832554552966,77.65730988175498
886189248bfffff,12.881313290549741,77.56771120043305
8860145ac3fffff,12.926461139804491,77.49270442915063
8860145b0bfffff,12.986048907040566,77.56946357601333
88601459c1fffff,13.031123311131179,77.50284743544103
8861892ca1fffff,13.068222681124038,77.60876284604052
88601696d9fffff,13.068476808516186,77.51609425699857
8861892c2bfffff,13.060573237508159,77.6634392098638
8860145857fffff,12.97876749740743,77.50619115940606
8861892461fffff,12.895948313303133,77.65220365318696
88618924a3fffff,12.911239245902976,77.56821175410278
8860145a15fffff,12.941307314183085,77.52661468828018
8861892eddfffff,12.970855317529363,77.63661786591506
8860145a6dfffff,12.948630489784557,77.5730485632497
8860145127fffff,12.91891236232539,77.51361797785364
8860145b11fffff,12.986102832500638,77.55261950003526
8860145951fffff,13.023538384270866,77.54061089625966
8860145b0dfffff,12.99348881910571,77.58222426674232
886189253bfffff,12.948388722940589,77.64045125560989
8861892e1dfffff,12.985671677767648,77.67902769865324
8861892c5bfffff,13.015698585803818,77.65424130942282
8861892407fffff,12.896049606516659,77.62692264630903
8861892e17fffff,12.993202145661302,77.66650653441371
8861892c5dfffff,13.023139673683168,77.66701742744209
8861892cddfffff,13.023333429003166,77.60800541812876
8860145853fffff,12.97130234184106,77.50185946807349
886014590dfffff,13.045939434985218,77.55361794588933
886189259dfffff,12.933607849365094,77.58964302684014
88618924b9fffff,12.896307727439371,77.55954162360317
88618924d7fffff,12.8738478347858,77.56337638178769
8860145a0bfffff,12.933785189389113,77.53911749444495
8860169609fffff,13.090747026344848,77.5796434423672
8860145a51fffff,12.91882526325055,77.53886868117809
8861892ed3fffff,12.970915026097256,77.61976191460178
886189243bfffff,12.896115771587032,77.61007261598435
8860145b69fffff,12.993433678437132,77.59907435414401
8861892ed1fffff,12.970885308806743,77.62818949261623
8861892eb3fffff,13.008369718034515,77.60775299263618
8861892e87fffff,13.000817468230455,77.62869640844838
8861892cadfffff,13.06819792752681,77.61719204646215
8861892587fffff,12.94854187767578,77.59831860368607
8861892c3bfffff,13.053156445048877,77.64223018849088
8861892e89fffff,12.985822250740704,77.63687174441614
88618925a7fffff,12.970973639019416,77.60290914543407
8861892c93fffff,13.03839869637224,77.57455249837318
886016965bfffff,13.068342319049972,77.56662879448444
8860145835fffff,13.016168532577902,77.50260040657798
8861892481fffff,12.88877895622879,77.57204644070715
8860145aadfffff,12.963837393878766,77.49752819874402
886014512bfffff,12.903954248484808,77.51337048598918
8861892eb7fffff,13.01583804428036,77.61209294472161
8861892439fffff,12.89608282537585,77.61849723355269
8861892c8bfffff,13.038322707201074,77.59983033126512
886014585dfffff,12.9712502900957,77.51869310217293
8860145a87fffff,12.948934386268368,77.48045315443608
8860145a63fffff,12.948688198807957,77.55620585327956
8860145b39fffff,13.001036324552565,77.56129114605463
8860145aa9fffff,12.956372653894274,77.49319735140546
8861892c01fffff,13.045605762944687,77.66318390357452
8861892e53fffff,12.970701248701115,77.67877165283996
8861892581fffff,12.941044462186198,77.60240492922546
8861892527fffff,12.970763699022022,77.66190775499447
8860145aa7fffff,12.971353302177704,77.48502903015692
88601459e9fffff,13.046055405813073,77.51151306810488
886014582dfffff,13.016096376212683,77.52785594653989
8860145921fffff,13.068388248284894,77.54978075548004
886014583bfffff,13.00123765217358,77.4939369194802
88618924ebfffff,12.888714541780132,77.58888887666575
88601458edfffff,13.00126158757684,77.48552123599795
8860145b45fffff,12.985965965835401,77.59473566771379
8861892cb9fffff,13.05330999492069,77.59165519977468
8860145917fffff,13.046032760319475,77.51993244636643
8860169649fffff,13.075740034720157,77.59624647379965
8861892537fffff,12.96335646301511,77.64070531266547
8860169641fffff,13.083232411120516,77.59215849449006
8860145a23fffff,12.963704140940647,77.53961519556577
8860145129fffff,12.903924784119049,77.52178615689287
8861892589fffff,12.933546552694263,77.60649124358869
8860145aa1fffff,12.963863226096777,77.48911319578752
88601458cdfffff,12.978842881815414,77.48094485455512
8861892c1dfffff,13.03816330563434,77.65040749520222
8861892ebbfffff,13.00087382775095,77.61184031527067
88618925b1fffff,12.956068122174432,77.58580830551469
8861892ec9fffff,12.970794512712354,77.65347699735668
8860145a47fffff,12.933727167110082,77.55595615026155
8861892563fffff,12.9482612726355,77.67417168508575
88601696cdfffff,13.083367639615993,77.5416069950883
8861892535fffff,12.963325710824108,77.64913466175534
8860145aa3fffff,12.963888785701798,77.48069899221547
8860169643fffff,13.08325563760318,77.58373125077031
88618924a9fffff,12.903710915836516,77.58071818618902
886016960dfffff,13.098215665521904,77.58398250266973
8860145913fffff,13.038566395952907,77.51559880318985
8860169651fffff,13.07581035273375,77.57096658828644
8860145b51fffff,12.971087580342402,77.56921316158926
88618920b3fffff,12.9556655695342,77.69538183822084
8860145b4bfffff,12.971031156899688,77.58605956042615
8860145a19fffff,12.926348592108749,77.52636651103373
8860145b65fffff,13.008396998734797,77.5993263213279
8861892c03fffff,13.045633081224002,77.65475097818218
8861892c81fffff,13.045791208506941,77.60417012704288
88618925ebfffff,12.940983046752942,77.61925596634005
8861892cd3fffff,13.02338631439126,77.59115200568209
8860145b53fffff,12.971115381838668,77.56079115761267
8861892cebfffff,13.04573960031399,77.6210272278889
88618925c5fffff,12.933484163355427,77.62334264329621
8861892c57fffff,13.030665990200667,77.65449613106176
88618925a5fffff,12.970944469476333,77.61133513212378
88618924a7fffff,12.918705318416805,77.57254745191108
8860145ac5fffff,12.933897963775976,77.50544975776852
8861892557fffff,12.925887692494763,77.65271291448664
886189250bfffff,12.933356104269313,77.6570549835287
88618925a1fffff,12.963476732797673,77.6069958675397
8861892eadfffff,13.015727027141065,77.64581004600069
8860145ae1fffff,12.94885477708477,77.50569686695783
886014596dfffff,13.053358977124237,77.57480324192795
88618925e9fffff,12.940951928964783,77.62768267811882
8860145949fffff,13.023463583689097,77.56587786260279
8861892e9dfffff,12.985880559195266,77.62001492666504
8861892433fffff,12.903615172947234,77.60598672049312
8861892591fffff,12.933638088138029,77.58122011270407
886189259bfffff,12.926171599286553,77.5768835714409
8860145acdfffff,12.926405410306373,77.50953387292108
88618925e3fffff,12.948481436341327,77.61516927803422
8860145b23fffff,13.01597063791953,77.56996447995058
88618924e9fffff,12.888681926203569,77.59731128882026
8860169659fffff,13.068318941884911,77.5750540105501
8861892d9bfffff,13.083185131462812,77.60901537250172
8861892511fffff,12.933420680747364,77.64019722394858
886189252dfffff,12.963231809657367,77.67442747572596
886014598bfffff,13.038656192497822,77.48192854958972
8860145b2bfffff,13.008477195017692,77.57405108645078
8861892ecbfffff,12.970825052189683,77.645047034246
88618925adfffff,12.963447076048533,77.61542203563182
8861892ea5fffff,13.02322436143768,77.64172179490623
8861892595fffff,12.94110478459698,77.58555707571243
8861892ea9fffff,13.008257850181565,77.64146763623567
88618924a5fffff,12.918674650861334,77.58096913690767
8861892c89fffff,13.038296827862402,77.6082578688578
88601459c9fffff,13.023634281707881,77.50693278330778
8860145813fffff,12.986307598069896,77.48527512078354
8860145915fffff,13.046009840566299,77.52835262352579
88601459d9fffff,13.016215268669901,77.48576737580382
8861892c33fffff,13.060652268384729,77.63814151772227
8861892ed5fffff,12.978353677327977,77.63253040763391
8860145a2dfffff,12.963648928822504,77.55645558125055
88618924abfffff,12.90374228515884,77.57229693379415
8861892e8dfffff,12.993291028669823,77.64121350297457
88601696c3fffff,13.083410514330822,77.52476288019412
8860145a61fffff,12.948659480817538,77.56462680973198
8860145815fffff,12.993748097599639,77.49802167624216
8860169657fffff,13.083301264258727,77.56687915516065
8861892597fffff,12.941134536107146,77.57713434343492
8861892c59fffff,13.01566986949411,77.66267336758067
8860145b41fffff,12.97849845853136,77.59039740314509
8860145b67fffff,13.008424005081524,77.59090044635992
8861892ce3fffff,13.053234458667685,77.61693911192631
8861892565fffff,12.955698179030549,77.68694833870046
8861892cbdfffff,13.06077847593638,77.59599460984872
8861892e13fffff,12.985732730506207,77.66216293367435
8860145b29fffff,13.008450737150522,77.58247536798378
8860145b47fffff,12.985993886740108,77.58631084045055
8861892c53fffff,13.023196407272572,77.65015287760555
8861892ed7fffff,12.978383181568645,77.62410221534181
8860145807fffff,13.001188961457284,77.51077068450253
8860145963fffff,13.053406859800837,77.55795447329783
8861892cb7fffff,13.06829528958619,77.58348002398992
8860145161fffff,12.89640003068646,77.53428688279385
8860169655fffff,13.083278588623752,77.57530480424339
8861892c09fffff,13.038107970075373,77.66727291227323
8860145ad9fffff,12.911533095338331,77.48404491345471
886016964dfffff,13.08320890909922,77.60058653515111
8860145863fffff,13.001139177020601,77.52760764527193
8861892497fffff,12.88887353726431,77.54678876140731
88618924e5fffff,12.903647359805703,77.59756307978962
886014594dfffff,13.030931038037496,77.57021496947127
8860145947fffff,13.038447982543726,77.55770459553064
8861892c17fffff,13.045686891422449,77.63788751227496
8861892e85fffff,13.000788876769375,77.63712564829888
8861892e39fffff,13.000641799430564,77.67928377006923
8861892c83fffff,13.04581660003171,77.59574277107747
8860145a35fffff,12.963731337360546,77.53119619942828
8860145a09fffff,12.933756314569596,77.54753642360511
8860145849fffff,12.97119714633488,77.5355299304588
8860145a4dfffff,12.926201779595274,77.56846206845042
88601459e3fffff,13.053565799214944,77.4990089271359
8860145167fffff,12.903895047842157,77.53020262590259
8861892cd5fffff,13.030828316750842,77.60391788029607
