school_id,school_name,school_type,students,lat,lon,h3_index,index_right,ward_id
college_kml_71,,college,859,13.0373639,77.6198417,8861892cc7fffff,122.0,ward_123
college_kml_72,,college,2497,12.9220056,77.567225,8860145a4dfffff,95.0,ward_96
college_kml_73,,college,2835,12.8867,77.4503556,8860145181fffff,,ward_189
college_kml_74,,college,564,12.9666194,77.7117639,8861892e49fffff,,ward_182
college_kml_75,,college,2511,12.984935,77.71702,8861892193fffff,,ward_197
college_kml_76,,college,2424,12.8914889,77.46545,886014518dfffff,,ward_189
college_kml_77,,college,1634,12.8252944,77.5147917,886014531bfffff,,ward_169
college_kml_78,,college,2536,12.8408778,77.5116778,886014506dfffff,,ward_169
college_kml_79,,college,788,13.0944528,77.5860111,8860169647fffff,197.0,ward_198
college_kml_80,,college,388,13.124584,77.516934,88601696a7fffff,,ward_196
college_kml_81,,college,1060,12.9543361,77.5921361,88618925bdfffff,35.0,ward_36
college_kml_82,,college,1344,13.0769694,77.6655056,8861892c27fffff,,ward_193
college_kml_83,,college,461,12.9635333,77.5059056,886014585bfffff,135.0,ward_136
college_kml_84,,college,1123,12.9182778,77.4606167,88601451a5fffff,,ward_189
college_kml_85,,college,2160,13.0300639,77.4847556,88601459d5fffff,193.0,ward_194
college_kml_86,,college,1220,13.0498611,77.5226944,886014593bfffff,175.0,ward_176
college_kml_87,,college,1114,13.0542222,77.5814167,8861892cbbfffff,133.0,ward_134
college_kml_88,,college,2255,12.8977222,77.4951667,886014513bfffff,,ward_189
college_kml_89,,college,2635,12.8783611,77.5128334,8860145155fffff,,ward_169
college_kml_90,,college,1905,13.0710521,77.5110777,88601696dbfffff,195.0,ward_196
college_kml_91,,college,1379,12.9863595,77.7170888,8861892193fffff,,ward_197
college_kml_92,,college,1294,13.1041416,77.6128151,8861892dbbfffff,,ward_191
college_kml_93,,college,961,12.8981928,77.428833,886014426dfffff,,ward_189
college_kml_94,,college,1168,12.8593736,77.543382,8860145321fffff,,ward_178
college_kml_95,,college,2115,12.9424072,77.5662988,8860145a69fffff,24.0,ward_25
college_kml_96,,college,1407,13.1284728,77.5876907,8860169625fffff,,ward_198
college_kml_97,,college,2233,13.1510286,77.610021,8860169701fffff,,ward_198
synt_school_98,synt_school_98,govt,295,13.00181399663714,77.62794124418834,8861892e87fffff,88.0,ward_89
synt_school_99,synt_school_99,govt,297,12.983939544519961,77.5732829036904,8860145b0bfffff,0.0,ward_1
synt_school_100,synt_school_100,aided,323,12.995385704636782,77.59213671554583,8860145b6bfffff,6.0,ward_7
synt_school_101,synt_school_101,govt,320,13.005057537359171,77.59741046488898,8860145b65fffff,32.0,ward_33
synt_school_102,synt_school_102,govt,301,12.977140105707115,77.57726178488494,8860145b55fffff,0.0,ward_1
synt_school_103,synt_school_103,private,405,12.95281320032335,77.586816962495,88618925b1fffff,31.0,ward_32
synt_school_104,synt_school_104,private,461,12.985602361225576,77.61216489595387,8861892e91fffff,22.0,ward_23
synt_school_105,synt_school_105,private,222,12.990492898470476,77.60125619138256,8860145b69fffff,6.0,ward_7
synt_school_106,synt_school_106,private,315,12.964555762397456,77.55364302875088,8860145a2dfffff,19.0,ward_20
synt_school_107,synt_school_107,private,447,12.965809452670802,77.55943385431628,8860145a2dfffff,13.0,ward_14
synt_school_108,synt_school_108,private,234,12.983118516443312,77.55763058875188,8860145b1dfffff,14.0,ward_15
synt_school_109,synt_school_109,private,368,12.982695372399698,77.55586120670992,8860145b19fffff,14.0,ward_15
synt_school_110,synt_school_110,govt,20,12.992298224357219,77.63283561890287,8861892e81fffff,79.0,ward_80
synt_school_111,synt_school_111,aided,442,12.975897542998922,77.58965564594115,8860145b41fffff,3.0,ward_4
synt_school_112,synt_school_112,govt,312,12.979017260334954,77.55743618074133,8860145b19fffff,14.0,ward_15
synt_school_113,synt_school_113,govt,96,13.01069879060812,77.58539649792631,8860145b29fffff,38.0,ward_39
synt_school_114,synt_school_114,private,483,12.95386366220179,77.63882924493976,8861892533fffff,105.0,ward_106
synt_school_115,synt_school_115,govt,130,13.021076615528605,77.53574285289884,8860145953fffff,93.0,ward_94
synt_school_116,synt_school_116,private,452,12.997639298339038,77.5524216965055,8860145b3bfffff,26.0,ward_27
synt_school_117,synt_school_117,private,595,12.985063309042008,77.5668210524093,8860145b0bfffff,5.0,ward_6
synt_school_118,synt_school_118,private,472,12.963289910085535,77.59111645306001,88618925b5fffff,3.0,ward_4
synt_school_119,synt_school_119,private,455,13.01191864882392,77.5669714646351,8860145b3dfffff,30.0,ward_31
synt_school_120,synt_school_120,private,252,12.96867865547273,77.5860601286093,8860145b4bfffff,3.0,ward_4
synt_school_121,synt_school_121,govt,221,12.960313080753094,77.54436818586957,8860145a2bfffff,46.0,ward_47
synt_school_122,synt_school_122,private,162,12.970674106255924,77.62539812889872,8861892ed1fffff,68.0,ward_69
synt_school_123,synt_school_123,govt,20,12.979041446622183,77.5578687902314,8860145b19fffff,14.0,ward_15
synt_school_124,synt_school_124,govt,257,12.996562815638745,77.58695896833352,8860145b63fffff,6.0,ward_7
synt_school_125,synt_school_125,private,313,12.950483520229737,77.5990897393693,8861892587fffff,35.0,ward_36
synt_school_126,synt_school_126,aided,708,12.977455383682283,77.54762282765248,8860145b1bfffff,25.0,ward_26
synt_school_127,synt_school_127,aided,178,13.046653293555142,77.5793063528846,8861892c97fffff,97.0,ward_98
synt_school_128,synt_school_128,private,448,12.967667361575627,77.60438592650442,88618925a7fffff,20.0,ward_21
synt_school_129,synt_school_129,private,548,13.026092100165943,77.57778309677032,8860145b27fffff,38.0,ward_39
synt_school_130,synt_school_130,private,107,12.959337213217783,77.51889653937228,8860145a33fffff,114.0,ward_115
synt_school_131,synt_school_131,private,538,12.986891800744782,77.60570420285417,8861892e93fffff,22.0,ward_23
synt_school_132,synt_school_132,private,459,13.031973888297008,77.55127773950375,8860145943fffff,98.0,ward_99
synt_school_133,synt_school_133,aided,315,12.971187609920175,77.55762641419038,8860145b53fffff,11.0,ward_12
synt_school_134,synt_school_134,private,162,12.984410165659817,77.55183296789187,8860145b11fffff,21.0,ward_22
synt_school_135,synt_school_135,private,523,12.99798223824913,77.58521022191917,8860145b63fffff,38.0,ward_39
synt_school_136,synt_school_136,private,59,12.969915723746832,77.64325110567962,8861892ecbfffff,129.0,ward_130
synt_school_137,synt_school_137,aided,492,12.9876035521526,77.60035160224659,8861892e93fffff,3.0,ward_4
synt_school_138,synt_school_138,private,337,13.022647456913264,77.591813701725,8861892cd3fffff,55.0,ward_56
synt_school_139,synt_school_139,private,395,13.017745633760082,77.58403634878199,8860145b2dfffff,44.0,ward_45
synt_school_140,synt_school_140,govt,20,12.98904009083278,77.59150737573513,8860145b6bfffff,6.0,ward_7
synt_school_141,synt_school_141,govt,86,12.950073961135036,77.58107622528435,88618925bbfffff,31.0,ward_32
synt_school_142,synt_school_142,private,212,12.979706161178827,77.59001466572259,8860145b41fffff,3.0,ward_4
synt_school_143,synt_school_143,private,407,13.012336505868301,77.53999132356984,8860145865fffff,64.0,ward_65
synt_school_144,synt_school_144,private,212,12.997703432047354,77.57637258832223,8860145b05fffff,8.0,ward_9
synt_school_145,synt_school_145,private,121,13.015983254025352,77.56062738926339,8860145b35fffff,30.0,ward_31
synt_school_146,synt_school_146,private,602,13.012368095789022,77.53826981962905,886014595bfffff,75.0,ward_76
synt_school_147,synt_school_147,aided,367,12.966042861985096,77.60782137659179,88618925a1fffff,20.0,ward_21
synt_school_148,synt_school_148,private,379,12.967476861649748,77.57627245523744,8860145b5dfffff,7.0,ward_8
synt_school_149,synt_school_149,private,450,13.063295223063992,77.60949064855903,8861892ca9fffff,161.0,ward_162
synt_school_150,synt_school_150,private,279,12.961128202636726,77.58497966973987,88618925b7fffff,9.0,ward_10
synt_school_151,synt_school_151,private,489,12.989396007185801,77.5754734406084,8860145b09fffff,0.0,ward_1
synt_school_152,synt_school_152,private,184,13.003547489413304,77.57630660457937,8860145b05fffff,15.0,ward_16
synt_school_153,synt_school_153,private,545,12.948143881150648,77.59776191660927,8861892587fffff,35.0,ward_36
synt_school_154,synt_school_154,private,297,13.003033775673543,77.62881666097604,8861892e87fffff,88.0,ward_89
synt_school_155,synt_school_155,govt,155,12.992732204879745,77.62541433516564,8861892e83fffff,79.0,ward_80
synt_school_156,synt_school_156,private,326,12.931494830023844,77.56997521372799,8861892593fffff,90.0,ward_91
synt_school_157,synt_school_157,private,121,12.971280756342123,77.5715868084652,8860145b51fffff,1.0,ward_2
synt_school_158,synt_school_158,govt,20,12.974092435312306,77.54720813574079,8860145a27fffff,28.0,ward_29
synt_school_159,synt_school_159,govt,498,13.011982391316042,77.50063900112893,8860145831fffff,157.0,ward_158
synt_school_160,synt_school_160,govt,423,12.975769431327972,77.56897958195766,8860145b51fffff,2.0,ward_3
synt_school_161,synt_school_161,govt,120,12.995254186695842,77.53172649293197,886014586bfffff,69.0,ward_70
synt_school_162,synt_school_162,govt,280,12.979022558011764,77.61240024831189,8861892e99fffff,22.0,ward_23
synt_school_163,synt_school_163,govt,324,12.99655408394749,77.58932343266514,8860145b6bfffff,38.0,ward_39
synt_school_164,synt_school_164,private,335,12.940695278591644,77.54823330991958,8860145a0dfffff,72.0,ward_73
synt_school_165,synt_school_165,private,286,13.006709106639422,77.57649716134055,8860145b2bfffff,38.0,ward_39
synt_school_166,synt_school_166,private,415,13.07176788711612,77.55873455507648,886014592dfffff,180.0,ward_181
synt_school_167,synt_school_167,private,540,12.96908290881654,77.57748543009328,8860145b5dfffff,1.0,ward_2
synt_school_168,synt_school_168,private,132,13.01057653049563,77.59144765985158,8860145b67fffff,44.0,ward_45
synt_school_169,synt_school_169,private,379,12.983142872975373,77.56725757875307,8860145b0bfffff,5.0,ward_6
synt_school_170,synt_school_170,private,308,12.978013721699469,77.62331124706677,8861892ed7fffff,43.0,ward_44
synt_school_171,synt_school_171,private,254,13.030783915981976,77.57545036067516,8861892c9bfffff,101.0,ward_102
synt_school_172,synt_school_172,private,327,12.995968342618717,77.61659163091973,8861892e95fffff,40.0,ward_41
synt_school_173,synt_school_173,private,354,12.985927964878366,77.63108249983848,8861892e8bfffff,79.0,ward_80
synt_school_174,synt_school_174,private,127,12.99503321720009,77.5690626521702,8860145b03fffff,8.0,ward_9
synt_school_175,synt_school_175,aided,258,12.996800812898448,77.56886538151169,8860145b07fffff,30.0,ward_31
synt_school_176,synt_school_176,private,652,12.989943814242954,77.63025734922441,8861892e81fffff,79.0,ward_80
synt_school_177,synt_school_177,private,230,13.02029163210454,77.55902493222315,886014594bfffff,65.0,ward_66
synt_school_178,synt_school_178,private,330,12.993961625533794,77.53440287653099,886014586bfffff,69.0,ward_70
synt_school_179,synt_school_179,govt,108,12.925231317097095,77.5747234824863,886189259bfffff,63.0,ward_64
synt_school_180,synt_school_180,private,318,13.063469550417796,77.58442938229089,8861892cb1fffff,133.0,ward_134
synt_school_181,synt_school_181,private,480,12.978583266018202,77.57423384620016,8860145b55fffff,0.0,ward_1
synt_school_182,synt_school_182,private,229,12.998437025470707,77.56559463202733,8860145b03fffff,30.0,ward_31
synt_school_183,synt_school_183,govt,77,12.979586020457724,77.53348460789731,8860145841fffff,78.0,ward_79
synt_school_184,synt_school_184,private,335,13.011664219917972,77.5961630058422,8861892cdbfffff,48.0,ward_49
synt_school_185,synt_school_185,govt,128,13.02649947511491,77.59523170124893,8861892cd7fffff,70.0,ward_71
synt_school_186,synt_school_186,private,683,13.027611963260213,77.59769643200248,8861892cd7fffff,70.0,ward_71
synt_school_187,synt_school_187,private,463,12.95003208506882,77.56859127891212,8860145a61fffff,24.0,ward_25
synt_school_188,synt_school_188,private,20,12.977626805640865,77.58836004610791,8860145b41fffff,3.0,ward_4
synt_school_189,synt_school_189,private,338,12.954572367572569,77.59770707653104,88618925bdfffff,23.0,ward_24
synt_school_190,synt_school_190,private,262,12.992486578769908,77.57116447798249,8860145b01fffff,2.0,ward_3
synt_school_191,synt_school_191,private,464,12.965120706954046,77.56838763013059,8860145b5bfffff,7.0,ward_8
synt_school_192,synt_school_192,private,561,12.96265526940662,77.57534802225737,8860145b59fffff,7.0,ward_8
synt_school_193,synt_school_193,private,165,12.965513412307065,77.6022431623151,88618925a3fffff,20.0,ward_21
synt_school_194,synt_school_194,private,131,12.979320765107389,77.5560773902868,8860145b19fffff,14.0,ward_15
synt_school_195,synt_school_195,private,453,13.004213138253414,77.61729130033633,8861892eb1fffff,60.0,ward_61
synt_school_196,synt_school_196,private,627,12.995127957238756,77.60899009703462,8861892e97fffff,40.0,ward_41
synt_school_197,synt_school_197,private,352,12.973406878362812,77.53000095465333,886014584bfffff,62.0,ward_63
synt_school_198,synt_school_198,private,369,12.970741044184575,77.5781994516937,8860145b5dfffff,1.0,ward_2
synt_school_199,synt_school_199,private,596,13.019493297718316,77.56117223065534,8860145b35fffff,65.0,ward_66
synt_school_200,synt_school_200,govt,284,12.981642205072808,77.6035963368084,8861892e93fffff,3.0,ward_4
synt_school_201,synt_school_201,govt,108,12.976846418050522,77.59738548533078,8860145b4dfffff,3.0,ward_4
synt_school_202,synt_school_202,aided,571,12.972266006730363,77.59155812162075,8860145b49fffff,3.0,ward_4
synt_school_203,synt_school_203,private,545,12.999905265342386,77.60341839880797,8860145b6dfffff,40.0,ward_41
synt_school_204,synt_school_204,govt,200,12.987675811971368,77.60005527448813,8861892e93fffff,3.0,ward_4
synt_school_205,synt_school_205,private,369,12.989100931381909,77.56778806977874,8860145b0bfffff,12.0,ward_13
synt_school_206,synt_school_206,govt,79,13.02868285789796,77.56433509351669,8860145941fffff,38.0,ward_39
synt_school_207,synt_school_207,private,490,13.013224481143402,77.6108421973412,8861892eb7fffff,66.0,ward_67
synt_school_208,synt_school_208,govt,20,13.018568953945893,77.55884034043808,8860145b35fffff,65.0,ward_66
synt_school_209,synt_school_209,govt,161,12.95691984132889,77.5761680642637,88618925b3fffff,10.0,ward_11
synt_school_210,synt_school_210,govt,216,12.967334687968858,77.58592550375816,8860145b4bfffff,9.0,ward_10
synt_school_211,synt_school_211,private,254,12.988597662879114,77.59839867439725,8860145b45fffff,6.0,ward_7
synt_school_212,synt_school_212,private,473,12.946023292072663,77.60168620757071,8861892587fffff,35.0,ward_36
synt_school_213,synt_school_213,private,252,12.974230724821854,77.55278426308921,8860145a25fffff,28.0,ward_29
synt_school_214,synt_school_214,private,199,12.971558459686504,77.55529359783557,8860145a25fffff,16.0,ward_17
synt_school_215,synt_school_215,private,190,13.016825656305555,77.61096752018176,8861892eb7fffff,66.0,ward_67
synt_school_216,synt_school_216,private,166,12.94832866987997,77.54190186992035,8860145a07fffff,58.0,ward_59
synt_school_217,synt_school_217,private,533,12.98163453593836,77.53296778730399,8860145841fffff,78.0,ward_79
synt_school_218,synt_school_218,private,402,12.984788401760815,77.57178914649103,8860145b0bfffff,2.0,ward_3
synt_school_219,synt_school_219,govt,20,12.902466637791814,77.65835796101892,8861892465fffff,,ward_186
synt_school_220,synt_school_220,govt,163,12.96039609254096,77.61177055234316,88618925a9fffff,20.0,ward_21
synt_school_221,synt_school_221,private,391,12.966231270463453,77.60996652548893,88618925a1fffff,45.0,ward_46
synt_school_222,synt_school_222,private,322,12.962490976438719,77.59384417642609,88618925b5fffff,3.0,ward_4
synt_school_223,synt_school_223,private,438,12.967720280519853,77.5675777788144,8860145b51fffff,4.0,ward_5
synt_school_224,synt_school_224,private,99,12.99249205138551,77.59472596992374,8860145b6bfffff,6.0,ward_7
synt_school_225,synt_school_225,private,284,12.995065686064624,77.54144493143217,8860145869fffff,41.0,ward_42
synt_school_226,synt_school_226,govt,31,12.982611860790929,77.53995277524218,886014584dfffff,25.0,ward_26
synt_school_227,synt_school_227,private,487,12.99597924686064,77.553736912785,8860145b15fffff,26.0,ward_27
synt_school_228,synt_school_228,govt,165,13.009464634002606,77.58060154651884,8860145b29fffff,38.0,ward_39
synt_school_229,synt_school_229,govt,20,12.913087981242326,77.536821327842,8860145a5bfffff,168.0,ward_169
synt_school_230,synt_school_230,private,67,12.972579960791322,77.55574988575526,8860145a25fffff,16.0,ward_17
synt_school_231,synt_school_231,private,274,13.00617526231217,77.54616851244985,8860145b33fffff,49.0,ward_50
synt_school_232,synt_school_232,private,308,13.02128311100933,77.6330145218395,8861892ea7fffff,120.0,ward_121
synt_school_233,synt_school_233,govt,517,13.0095205534313,77.56162787320554,8860145b3dfffff,30.0,ward_31
synt_school_234,synt_school_234,aided,277,12.98337636938644,77.55196766960259,8860145b11fffff,21.0,ward_22
synt_school_235,synt_school_235,private,425,12.975568252907673,77.63372676580767,8861892ed5fffff,105.0,ward_106
synt_school_236,synt_school_236,aided,431,12.972279492917137,77.57269919700661,8860145b51fffff,1.0,ward_2
synt_school_237,synt_school_237,private,289,12.953501070006785,77.61972690653907,88618925e7fffff,45.0,ward_46
synt_school_238,synt_school_238,aided,419,13.007656285400962,77.52459180034087,8860145829fffff,115.0,ward_116
synt_school_239,synt_school_239,private,391,12.984976607912621,77.5828840809056,8860145b47fffff,6.0,ward_7
synt_school_240,synt_school_240,private,313,12.968252417370032,77.61155469760922,88618925a5fffff,20.0,ward_21
synt_school_241,synt_school_241,private,580,12.991607673538873,77.60491974221844,8861892e97fffff,40.0,ward_41
synt_school_242,synt_school_242,govt,20,12.96106962476591,77.55448726138796,8860145a2dfffff,29.0,ward_30
synt_school_243,synt_school_243,aided,151,12.96807435774594,77.62347938756551,8861892edbfffff,68.0,ward_69
synt_school_244,synt_school_244,private,362,12.967414766212276,77.59834361240507,88618925a3fffff,20.0,ward_21
synt_school_245,synt_school_245,private,513,13.0153396821395,77.50365139985722,8860145835fffff,157.0,ward_158
synt_school_246,synt_school_246,aided,413,12.968611577712931,77.5765311506532,8860145b5dfffff,1.0,ward_2
synt_school_247,synt_school_247,private,371,13.011002750125007,77.60947289063252,8861892eb3fffff,56.0,ward_57
synt_school_248,synt_school_248,private,461,13.027786141275868,77.53131886930058,8860145953fffff,126.0,ward_127
synt_school_249,synt_school_249,private,487,12.998876139816641,77.56288078426095,8860145b39fffff,27.0,ward_28
synt_school_250,synt_school_250,govt,119,12.930518309473216,77.55978795745486,8860145a41fffff,84.0,ward_85
synt_school_251,synt_school_251,private,652,13.014347746564491,77.58299229013485,8860145b2dfffff,38.0,ward_39
synt_school_252,synt_school_252,govt,226,13.000462285081449,77.58127526106657,8860145b05fffff,15.0,ward_16
synt_school_253,synt_school_253,private,214,12.970461940176458,77.54968031825892,8860145a25fffff,28.0,ward_29
synt_school_254,synt_school_254,private,163,13.025058231630203,77.57091358393349,8860145b27fffff,38.0,ward_39
synt_school_255,synt_school_255,private,784,12.948445228210684,77.59861628845324,8861892587fffff,35.0,ward_36
synt_school_256,synt_school_256,govt,376,13.015976456278215,77.63373984924606,8861892ea1fffff,120.0,ward_121
synt_school_257,synt_school_257,private,358,12.931692801366932,77.57037062463532,8861892593fffff,90.0,ward_91
synt_school_258,synt_school_258,private,159,13.01532525924338,77.60387074220704,8861892cd9fffff,56.0,ward_57
synt_school_259,synt_school_259,private,266,12.962592090984804,77.6099375559885,88618925a1fffff,20.0,ward_21
synt_school_260,synt_school_260,private,448,12.964223485418303,77.55391845876696,8860145a2dfffff,29.0,ward_30
synt_school_261,synt_school_261,private,305,12.968915950555946,77.5732811188931,8860145b51fffff,4.0,ward_5
synt_school_262,synt_school_262,govt,305,12.94023914994087,77.60371361765868,8861892581fffff,54.0,ward_55
synt_school_263,synt_school_263,private,124,12.96791412572446,77.55595894613703,8860145a2dfffff,11.0,ward_12
synt_school_264,synt_school_264,private,241,12.944536210829632,77.61399193212246,88618925e3fffff,76.0,ward_77
synt_school_265,synt_school_265,private,513,12.999715378080174,77.56129943354458,8860145b39fffff,27.0,ward_28
synt_school_266,synt_school_266,private,480,12.939790284952407,77.59188691320462,8861892583fffff,31.0,ward_32
synt_school_267,synt_school_267,private,377,13.001851084500107,77.522297185515,8860145805fffff,104.0,ward_105
synt_school_268,synt_school_268,private,417,12.89951597611206,77.58034860442919,88618924a9fffff,148.0,ward_149
synt_school_269,synt_school_269,govt,185,12.90850804153365,77.57936981084949,88618924a1fffff,124.0,ward_125
synt_school_270,synt_school_270,govt,103,12.948632661589235,77.59333078539267,88618925b9fffff,35.0,ward_36
synt_school_271,synt_school_271,private,324,12.929959592186156,77.57951661271227,8861892591fffff,63.0,ward_64
synt_school_272,synt_school_272,private,263,12.959682187604267,77.59475542592506,88618925bdfffff,23.0,ward_24
synt_school_273,synt_school_273,private,366,12.938954596264143,77.55756229698132,8860145a6bfffff,47.0,ward_48
synt_school_274,synt_school_274,private,490,12.983805172784828,77.57403859708421,8860145b09fffff,0.0,ward_1
synt_school_275,synt_school_275,aided,717,12.978957512342895,77.5981894175072,8860145b4dfffff,3.0,ward_4
synt_school_276,synt_school_276,private,496,13.01098992238608,77.57026827001374,8860145b2bfffff,38.0,ward_39
synt_school_277,synt_school_277,private,315,13.011785065957243,77.56001662276432,8860145b31fffff,30.0,ward_31
synt_school_278,synt_school_278,private,547,12.997638110293295,77.56128675405313,8860145b39fffff,18.0,ward_19
synt_school_279,synt_school_279,private,272,12.958393385827984,77.54446056876147,8860145a2bfffff,46.0,ward_47
synt_school_280,synt_school_280,aided,170,12.927060966337148,77.51492689860653,8860145a1bfffff,158.0,ward_159
synt_school_281,synt_school_281,private,393,12.995537277151769,77.59524803562654,8860145b69fffff,38.0,ward_39
synt_school_282,synt_school_282,private,327,12.994746433851688,77.52996304889061,886014586bfffff,67.0,ward_68
synt_school_283,synt_school_283,private,496,13.001222920057094,77.56605434036813,8860145b07fffff,30.0,ward_31
synt_school_284,synt_school_284,private,405,12.919281417684418,77.61339672660823,88618925cbfffff,125.0,ward_126
synt_school_285,synt_school_285,private,611,13.002995412133652,77.6174250185062,8861892eb9fffff,60.0,ward_61
synt_school_286,synt_school_286,private,233,12.981848785662288,77.58664636860159,8860145b47fffff,6.0,ward_7
synt_school_287,synt_school_287,private,382,12.970936685701858,77.53562030923615,8860145849fffff,62.0,ward_63
synt_school_288,synt_school_288,govt,510,13.036411498801014,77.56869445789647,8860145945fffff,101.0,ward_102
