h3_id,it_job_density,non_it_job_density,informal_sector_jobs,industrial_units_count,commercial_units_count,night_light_intensity,ward_id
8860145a5bfffff,85.39882744590011,23.178815388884694,2,7,8,5.054,
8860145833fffff,66.74112834696447,32.11511311125862,2,7,3,5.46,
8861892e83fffff,84.00433602050715,46.51666848044874,2,6,9,3.492,
8861892517fffff,88.17249273962646,22.893466122991637,1,3,5,3.831,
8861892597fffff,86.41775515585596,21.481674410708187,2,4,7,3.617,
886189243dfffff,78.83350359996014,26.476955567602598,2,4,7,4.644,
886189243bfffff,81.58074528729205,8.839736202231009,2,1,9,5.179,
88601458c5fffff,69.96647207296553,29.976151561357806,3,3,7,4.704,
88601458ebfffff,74.1633565594925,38.28049790604845,3,1,11,5.954,
8860145a85fffff,68.11632135116078,39.709510579566235,4,5,6,4.656,
88601696c3fffff,75.48477873595019,30.013348287726803,4,3,6,5.298,
8860145a6dfffff,76.41735301346228,14.493241119369838,1,3,6,3.684,
8860145b69fffff,69.67489881328996,10.146933036139764,1,2,7,4.152,
8860145a51fffff,69.82363108141101,39.48028057100606,1,1,4,4.931,
8861892421fffff,77.79068657651207,22.415300499433645,2,6,6,4.917,
8861892097fffff,75.08677104381289,25.44796040933079,3,2,4,4.96,
8861892cbbfffff,74.20843761144063,28.17221588238938,2,2,9,5.292,
8860145b5bfffff,83.33117352337372,14.846830000594483,1,6,8,4.725,
8860145907fffff,76.81376822738936,23.993843642594136,3,2,3,3.423,
8860145935fffff,76.12033936371449,32.7454161447826,4,3,5,5.505,
8861892567fffff,70.59598795427415,37.19937275863623,3,2,7,4.541,
8861892eb3fffff,91.09816506528054,32.810085737373754,1,2,8,4.081,
8860145863fffff,84.12979591564067,34.578259078900864,2,2,11,4.036,
8861892405fffff,76.56622791114661,17.521355188491192,3,1,11,4.52,
8861892503fffff,67.80328704104494,24.528797919167694,2,3,4,4.645,
8861892e57fffff,75.83722342006263,36.86099742138666,2,2,5,5.582,
8860145b57fffff,83.38277114477515,23.51739561951727,1,4,9,5.31,
8861892ea9fffff,84.50221150520437,19.27725932303391,2,2,7,4.562,
88618924b7fffff,79.99989366604062,17.552229065536675,2,4,8,5.451,
8861892c3bfffff,76.09446967709708,32.513134360573005,3,2,6,4.15,
8860145a0bfffff,77.64348288773465,17.942276630950275,3,0,8,3.973,
8861892cadfffff,68.29801579115387,39.52694984560638,2,3,9,3.969,
8861892ee9fffff,83.53275911481614,26.348461457035306,3,3,9,4.276,
88618925e9fffff,89.26331443643339,27.21879711799023,2,1,5,2.923,
8861892593fffff,85.50137449146094,36.146275093625064,2,3,6,5.069,
886189258dfffff,88.46180241571268,5.028142564969137,2,2,7,4.064,
8860145a41fffff,84.7430999569402,37.57187012606426,2,3,8,4.506,
8860145a35fffff,84.88972673463894,47.27056360183226,2,6,7,4.043,
8860145a43fffff,80.51891182778712,31.346988375134323,2,2,11,3.691,
88618924b3fffff,81.22313915606118,32.43608346467525,2,3,6,3.031,
8861892551fffff,82.43729688461028,19.726253056217722,2,0,10,3.42,
8861892493fffff,66.55848620277763,33.04587522688503,2,1,9,4.561,
8861892ee7fffff,80.75551808181953,15.520070558605335,2,1,9,4.862,
8861892d9bfffff,59.13429875111018,31.754024830206752,2,3,2,4.135,
886014591dfffff,66.57829519426278,14.628474031100609,3,2,4,3.911,
8861892ebbfffff,90.18740464542238,3.6441343349181814,2,2,9,4.067,
8860145a67fffff,75.15919414306498,29.321827531407386,2,2,9,4.19,
8860145a83fffff,65.85041503318863,26.544420212034947,2,2,0,4.563,
8860145843fffff,81.62124879455082,13.346987313265819,2,7,7,4.561,
88618925c7fffff,80.65591472229458,37.386441525667756,2,2,2,5.582,
88618924a1fffff,67.84799125896757,18.385951953211013,2,2,6,5.202,
88618925c5fffff,90.11118152805938,24.058102732289925,2,3,5,4.373,
8861892c97fffff,83.77931599969332,37.92407563609888,2,2,7,5.163,
8860145a55fffff,73.29877268575244,21.165480265997793,2,4,9,4.686,
8861892ddbfffff,73.35334192825299,41.647142140219216,1,1,8,4.429,
8860145817fffff,75.63786920197185,15.30975319292031,3,8,6,4.303,
886189242bfffff,80.45112582271348,22.542310793220768,2,6,6,3.371,
8860145a65fffff,83.03219386568688,18.569848744243558,2,2,8,3.151,
8860145b4bfffff,91.2153224447236,30.701521097315958,1,4,6,4.466,
8860145a11fffff,79.29089012203744,32.39655210968749,2,2,3,2.764,
8861892e89fffff,88.76228277258402,19.52270102035548,2,3,5,3.498,
88618925c3fffff,79.84744581387773,6.09032514597823,2,3,6,5.567,
8860145a33fffff,76.11325136646084,6.9871922419494865,2,3,5,4.73,
8861892cd1fffff,82.38838283927424,23.89542673523292,1,1,8,4.06,
8860145b31fffff,89.18400886199167,16.82573577715588,2,3,6,4.504,
8860145911fffff,76.41151200587925,24.05364567634943,3,4,8,4.096,
88618920b1fffff,62.29021670833333,29.969132706091656,3,2,3,4.309,
8860145965fffff,79.58736370057156,45.34801322453558,1,2,7,4.287,
886189251bfffff,82.5637948319792,21.883541738929093,2,7,9,4.301,
886014591bfffff,74.79800448290906,21.009202693686316,2,1,13,5.357,
8860145901fffff,83.1577885639001,62.488993527084205,2,3,7,4.938,
8860145b39fffff,88.26482329041907,0.0,2,1,2,4.379,
8860145839fffff,68.18861247062841,15.673744339506548,3,3,4,4.8,
886014585dfffff,81.60656138369089,42.20619317539267,2,3,4,4.53,
8860145a49fffff,84.93960725592146,13.988085881264956,1,3,6,4.594,
8860145ac3fffff,68.87698498592385,25.186370996308575,2,1,8,5.401,
8861892e15fffff,77.94737223568904,30.842557316429605,2,3,4,5.409,
8860145aabfffff,72.28617792537078,11.410260991213804,2,6,10,5.136,
886189248dfffff,77.60042913017382,17.68563456357498,2,1,8,4.842,
8861892c85fffff,67.98507658498369,29.946884850938318,2,1,4,4.033,
8861892c1dfffff,85.48788033148166,10.875229758581774,2,0,7,4.706,
88601696c1fffff,62.446382361045586,34.320281005316126,3,1,6,5.357,
8860145961fffff,73.90801942667214,14.577419539735576,2,5,3,5.354,
88618925dbfffff,79.25812790038374,34.48338339862133,1,2,14,4.614,
8861892eb7fffff,76.77766665034717,11.290051576239804,1,4,7,4.184,
8860145b37fffff,87.46736871618185,24.117675438526955,1,3,10,3.946,
88618924b1fffff,86.29270655959142,41.09505182732096,2,3,6,5.301,
8861892533fffff,80.44233117319706,0.0,1,3,6,3.005,
88601459e3fffff,57.2754617569899,37.83285147302778,3,8,8,5.352,
88601458e9fffff,70.66047104108846,25.03955340830002,2,0,3,4.258,
8860145859fffff,73.86047978500882,35.68687122344395,2,5,7,5.047,
8861892e95fffff,80.93229357374435,32.63670594346012,2,2,10,4.169,
88601696ddfffff,76.12275340702855,34.992886102578815,3,3,12,4.292,
8860145845fffff,82.69910607032016,26.517740405123956,1,3,7,4.578,
8861892c8bfffff,82.83723264889929,12.751232458009117,2,6,8,3.744,
8860145927fffff,73.87346882980916,41.0191331887796,3,4,4,5.508,
8861892c8dfffff,82.35712347773234,28.97704908419721,3,3,10,4.765,
8860145919fffff,73.77914108692546,25.477075871173888,2,4,4,3.82,
8861892c09fffff,65.5042811804891,33.871769220882804,4,0,5,5.066,
8861892c19fffff,80.98073814085606,51.80953090021961,2,1,6,4.419,
886014586dfffff,78.6280645692571,40.23892841209488,2,3,7,4.773,
8861892557fffff,84.01228134266779,48.835907066882385,2,5,4,4.745,
8861892c91fffff,86.87104213146375,32.32573536952084,2,4,11,4.085,
88618925b1fffff,85.34828907142857,9.32035044536285,1,3,10,4.516,
88618925a9fffff,82.4866055986272,17.32647000278503,2,1,5,5.496,
886014516dfffff,72.5784200575747,18.45413534779682,3,0,6,4.624,
8861892dcbfffff,63.76826341682729,38.74790946275298,2,1,10,5.298,
8860145125fffff,78.30427967514173,28.138018241155546,2,3,9,3.947,
8860145a69fffff,82.28614581836041,10.480451847898188,2,0,7,5.465,
8860145b49fffff,81.10916496296852,27.352670535551724,2,2,5,3.893,
8861892467fffff,76.38245344068567,39.96116536213893,2,3,6,4.547,
8860145a89fffff,74.85300429674975,27.908668725734415,3,6,6,3.878,
886014595bfffff,80.8740008536732,36.53591227647941,3,3,6,3.706,
886014580bfffff,75.2102862050946,35.28880931054641,2,2,6,5.611,
8861892c35fffff,65.19791386177357,11.213091301267664,3,2,7,5.106,
8860145b2bfffff,79.24367325791886,10.380480750369617,1,8,1,5.125,
8861892e97fffff,84.28789456656311,19.527925627794776,1,3,8,3.762,
886189248bfffff,74.97509395971566,25.528874186365037,2,2,7,4.16,
88601459c5fffff,68.07024424541208,45.784934971050944,3,5,9,4.724,
88618925cbfffff,88.77776478175362,20.105526331779426,2,7,10,4.267,
8861892c87fffff,73.99549954048568,26.02679063636474,3,1,7,5.306,
8860169643fffff,73.4045605262527,27.991376159660515,4,5,4,5.048,
8860145aa9fffff,75.52201491994444,34.852195084911614,1,3,8,3.571,
886014593dfffff,71.45054226426188,23.964350962562428,3,2,6,5.106,
8860145a05fffff,91.64686085248681,31.315102862344332,2,1,7,3.948,
8861892cd9fffff,84.99308685306828,16.00706006937657,2,1,9,3.442,
8861892483fffff,83.13674286444382,10.118019679926,2,3,10,4.663,
8861892555fffff,81.56462640596155,2.9622655670855487,2,4,4,3.478,
88601696cdfffff,71.13021018922608,21.180177982583736,3,2,9,5.507,
8861892cbdfffff,72.77866376099416,36.24766795028793,3,4,7,4.928,
8861892569fffff,67.27110671204524,42.882000668140876,2,1,6,6.596,
88618925b7fffff,98.64131601327799,40.03758784153938,1,1,4,4.688,
8860145b11fffff,94.47750306913308,2.0302439336764166,2,2,8,4.763,
8861892497fffff,70.03749128952849,30.82805551376334,3,2,7,6.243,
88618924e3fffff,88.4229109316632,20.70541252069611,2,2,7,5.259,
8860145b33fffff,82.09117355502107,24.897878108842875,2,2,3,4.191,
88601459c9fffff,77.7370657456238,14.070740280284609,2,3,6,4.205,
8860145a57fffff,75.34035114320834,30.5630059538583,3,6,6,3.963,
8861892e39fffff,72.51099375590027,30.44416587166647,2,3,10,4.144,
8861892e8bfffff,87.41491369831706,33.84880120902535,2,2,5,4.633,
8861892ea5fffff,75.17557862744682,15.911324182161708,2,1,11,4.817,
8860145b6dfffff,84.15790913689405,42.23770200595473,2,1,7,3.9,
8861892599fffff,82.96302614673232,22.959524732537343,1,6,10,4.113,
8861892587fffff,86.35424040076296,12.064978748621325,1,3,10,4.638,
88601459edfffff,78.52593215861734,37.11269321881024,3,2,4,4.975,
8861892cabfffff,69.35319036442851,17.26980593278771,3,1,5,5.397,
8860145967fffff,72.47326051237422,6.538192104160824,2,7,8,5.107,
8861892ea7fffff,77.8887431586937,26.734144294968143,2,6,9,2.427,
8860145963fffff,81.14036247189699,12.575136946812087,2,3,3,4.252,
8861892eb1fffff,82.11080820915072,18.185486907330358,1,3,2,3.36,
886189258bfffff,83.05124099172505,20.245708951580212,1,5,9,4.465,
886016961dfffff,74.19633192520604,40.33218134187923,2,4,7,6.204,
8860145803fffff,76.71491591159649,38.56791954046028,2,3,6,5.463,
88618924e5fffff,83.70449175270991,35.57561229841092,2,6,3,4.385,
8861892e19fffff,83.43434550762203,1.9649978155240895,2,3,6,4.771,
8861892cc9fffff,82.48662114510581,15.249281454552134,2,0,7,5.639,
8860145a47fffff,90.224970242225,42.82919470959331,2,1,10,4.929,
886189256bfffff,69.23462003899401,36.02272349016648,2,3,4,5.079,
8861892515fffff,75.31491126478461,18.977398188850106,3,2,3,4.257,
8860145b3dfffff,81.45349023641349,18.277746204423458,2,5,3,5.138,
8860145809fffff,81.97626181638293,26.285638980667507,1,3,6,5.566,
8860169647fffff,68.56021365341365,48.5165256847114,3,2,6,6.629,
8861892425fffff,78.02611177886072,12.420942133901262,2,6,7,6.056,
88601459ddfffff,65.66423352376647,35.39036141115796,3,4,5,4.501,
8860145949fffff,80.94841413742651,10.679994872817275,1,3,4,4.559,
8860145929fffff,73.15008026542026,28.475263424338113,3,2,7,4.288,
886189256dfffff,76.85295454161565,26.474603569596784,2,5,8,4.713,
88618924cdfffff,79.24210307423269,12.840278879855823,3,3,4,5.775,
886014590bfffff,76.79246867207038,20.801711039611913,2,3,4,5.765,
8861892ecbfffff,80.9172180287125,31.657795306623974,2,1,5,5.353,
8860145aa3fffff,75.78625504576219,26.904105862641618,2,1,9,5.276,
8861892c1bfffff,76.35901007712802,36.939561216765235,2,4,5,3.877,
8860145841fffff,81.31015691994948,12.228529538899096,2,3,7,4.736,
8861892c99fffff,84.7895781014102,25.904484522631513,3,2,9,5.186,
8861892ec9fffff,85.98544587041287,14.413530175605704,2,1,10,5.253,
8861892ca9fffff,69.44319129148163,25.28186069259676,3,1,9,4.108,
88601459c7fffff,73.62902772588978,43.094811318119795,3,2,6,4.951,
8860145a01fffff,85.96787373256741,29.676212032333375,2,4,5,3.072,
8861892dd1fffff,76.39974734600561,29.415007297433863,3,2,3,4.252,
88601459d9fffff,59.02855467046166,38.472271234440704,3,2,6,5.807,
8860145937fffff,67.63543916847489,38.09517926902886,3,2,11,4.333,
8861892cd5fffff,87.76311054759584,7.6042181721191895,1,3,12,3.39,
8861892e85fffff,82.5010574923233,22.058690358731592,1,2,5,5.589,
8860145b27fffff,80.32949169763133,38.47488665752563,2,5,6,4.939,
