name,lat,lon,station_id,ward_id,line
synt_metro_42,13.020456469409561,77.50259768398658,station_42,ward_158,unknown
synt_metro_43,13.003702219703909,77.63897390155839,station_43,ward_80,unknown
synt_metro_44,12.929113259682303,77.6656523595345,station_44,ward_186,unknown
synt_metro_45,12.951635095384665,77.58214700047415,station_45,ward_32,unknown
synt_metro_46,13.02253646982175,77.61584275827755,station_46,ward_107,unknown
synt_metro_47,13.044681129912405,77.49228663396039,station_47,ward_194,unknown
synt_metro_48,12.991841668838756,77.61602286465506,station_48,ward_41,unknown
synt_metro_49,12.945929562381746,77.54005691161798,station_49,ward_84,unknown
synt_metro_50,12.969557757387447,77.69673768144737,station_50,ward_182,unknown
synt_metro_1_aug_1,12.962227312050052,77.68031354467752,station_51,ward_173,unknown
synt_metro_2_aug_2,12.906456619397733,77.63182401373054,station_52,ward_179,unknown
synt_metro_3_aug_3,13.053300635153214,77.64291370874943,station_53,ward_193,unknown
synt_metro_4_aug_4,12.961808949065626,77.56346433251633,station_54,ward_8,unknown
synt_metro_5_aug_5,13.027538420436365,77.58964316576451,station_55,ward_90,unknown
synt_metro_6_aug_6,13.069375940538226,77.53596976107661,station_56,ward_184,unknown
synt_metro_7_aug_7,12.959254217553372,77.7024276634836,station_57,ward_182,unknown
synt_metro_8_aug_8,13.026252752185227,77.54601257758031,station_58,ward_127,unknown
synt_metro_9_aug_9,12.965312654251978,77.56966044782179,station_59,ward_8,unknown
synt_metro_10_aug_10,13.065578997805819,77.60797005551177,station_60,ward_191,unknown
synt_metro_11_aug_11,12.935274256828432,77.68586372324961,station_61,ward_190,unknown
synt_metro_12_aug_12,13.009226494800748,77.67697648321875,station_62,ward_188,unknown
synt_metro_13_aug_13,12.949946074935053,77.55619135805786,station_63,ward_40,unknown
synt_metro_14_aug_14,13.047805358767848,77.57015195024016,station_64,ward_142,unknown
synt_metro_15_aug_15,12.98138939450652,77.55646966708044,station_65,ward_15,unknown
synt_metro_16_aug_16,12.888645335376124,77.70161590784097,station_66,ward_186,unknown
synt_metro_17_aug_17,13.040123046636015,77.67675365164179,station_67,ward_193,unknown
synt_metro_18_aug_18,13.040892608023531,77.58746608645274,station_68,ward_98,unknown
synt_metro_19_aug_19,12.956395264714434,77.68790363450151,station_69,ward_173,unknown
synt_metro_20_aug_20,12.994223823037762,77.59089985076595,station_70,ward_7,unknown
synt_metro_21_aug_21,13.01188850846584,77.56250112186288,station_71,ward_31,unknown
synt_metro_22_aug_22,12.989339838449132,77.56101992723531,station_72,ward_15,unknown
synt_metro_23_aug_23,12.94921006413717,77.55910674964717,station_73,ward_40,unknown
synt_metro_24_aug_24,13.132373735736293,77.6545370568825,station_74,ward_191,unknown
synt_metro_25_aug_25,12.896144852021378,77.57754031186613,station_75,ward_171,unknown
synt_metro_26_aug_26,12.981295307840435,77.57079558393943,station_76,ward_1,unknown
synt_metro_27_aug_27,12.961089159274518,77.64072657855937,station_77,ward_106,unknown
synt_metro_28_aug_28,12.986874739842484,77.48842605165429,station_78,ward_165,unknown
synt_metro_29_aug_29,12.971362142374089,77.62824949495051,station_79,ward_69,unknown
synt_metro_30_aug_30,12.9265224511669,77.59469905412104,station_80,ward_95,unknown
synt_metro_31_aug_31,12.997707501944614,77.52210126283715,station_81,ward_105,unknown
synt_metro_32_aug_32,12.993064340853392,77.61331625041691,station_82,ward_41,unknown
synt_metro_33_aug_33,12.95730098964277,77.59016716147902,station_83,ward_10,unknown
synt_metro_34_aug_34,12.986715163503337,77.57310797303674,station_84,ward_1,unknown
synt_metro_35_aug_35,12.970837529387016,77.60548397964742,station_85,ward_21,unknown
synt_metro_36_aug_36,12.85593909039621,77.60594577418219,station_86,ward_192,unknown
synt_metro_37_aug_37,13.000998803216472,77.57781006365687,station_87,ward_16,unknown
synt_metro_38_aug_38,12.863114169276432,77.58147302637555,station_88,ward_171,unknown
synt_metro_39_aug_39,13.073952016000108,77.58206462372094,station_89,ward_180,unknown
synt_metro_40_aug_40,12.915562236345778,77.57103191917807,station_90,ward_119,unknown
synt_metro_41_aug_41,12.983915312691378,77.55685181816507,station_91,ward_15,unknown
synt_metro_42_aug_42,13.061534399679708,77.53668115035765,station_92,ward_184,unknown
synt_metro_43_aug_43,13.019772856916266,77.59374562996109,station_93,ward_71,unknown
synt_metro_44_aug_44,12.92728707293788,77.66764602322105,station_94,ward_186,unknown
synt_metro_45_aug_45,13.000739484179391,77.58140448434641,station_95,ward_16,unknown
synt_metro_46_aug_46,13.038601752986356,77.61664058931463,station_96,ward_123,unknown
synt_metro_47_aug_47,13.045401344686233,77.50493324675094,station_97,ward_174,unknown
synt_metro_48_aug_48,13.002393366248798,77.61827001235794,station_98,ward_61,unknown
synt_metro_49_aug_49,12.939385757751909,77.55525727688116,station_99,ward_48,unknown
synt_metro_50_aug_50,12.928948826935256,77.70943610003798,station_100,ward_190,unknown
synt_metro_1_aug_51,12.972964083875594,77.68204180453483,station_101,ward_182,unknown
synt_metro_2_aug_52,12.917300414177932,77.61486668262856,station_102,ward_126,unknown
synt_metro_3_aug_53,13.038995220138686,77.66312740658037,station_103,ward_193,unknown
synt_metro_4_aug_54,12.970819588395374,77.52913563372734,station_104,ward_63,unknown
synt_metro_5_aug_55,13.017741492426865,77.61450434331738,station_105,ward_75,unknown
synt_metro_6_aug_56,13.057698404790065,77.55909300378316,station_106,ward_151,unknown
synt_metro_7_aug_57,12.939253960860478,77.6688885459266,station_107,ward_190,unknown
synt_metro_8_aug_58,13.038259501225058,77.53593734161197,station_108,ward_150,unknown
synt_metro_9_aug_59,12.96140429644234,77.58510539337857,station_109,ward_10,unknown
synt_metro_10_aug_60,13.042242543205845,77.56843965782973,station_110,ward_102,unknown
synt_metro_11_aug_61,12.995371710810142,77.67650375298699,station_111,ward_187,unknown
synt_metro_12_aug_62,12.976876145767653,77.6489379787047,station_112,ward_146,unknown
synt_metro_13_aug_63,12.943510985225727,77.54726741708521,station_113,ward_59,unknown
synt_metro_14_aug_64,13.067733153793101,77.6036151513113,station_114,ward_161,unknown
synt_metro_15_aug_65,13.002788711272522,77.62980967495616,station_115,ward_89,unknown
synt_metro_16_aug_66,12.875729071409737,77.67090306405476,station_116,ward_186,unknown
synt_metro_17_aug_67,13.020322176783429,77.69425978454726,station_117,ward_188,unknown
synt_metro_18_aug_68,13.041927684070627,77.562766073616,station_118,ward_102,unknown
synt_metro_19_aug_69,12.968883224391403,77.63637693753437,station_119,ward_106,unknown
synt_metro_20_aug_70,12.987807430997346,77.58626760266695,station_120,ward_7,unknown
synt_metro_21_aug_71,12.97034673716163,77.57466639663937,station_121,ward_2,unknown
synt_metro_22_aug_72,12.994818023810598,77.56135969980501,station_122,ward_19,unknown
synt_metro_23_aug_73,12.977784494505501,77.5752647601626,station_123,ward_1,unknown
synt_metro_24_aug_74,13.112694609153385,77.60915025217706,station_124,ward_198,unknown
synt_metro_25_aug_75,12.886531259057127,77.58084116463223,station_125,ward_171,unknown
synt_metro_26_aug_76,12.944971270601567,77.54788951224288,station_126,ward_59,unknown
synt_metro_27_aug_77,12.968278024213328,77.64299268853412,station_127,ward_130,unknown
synt_metro_28_aug_78,12.953706886254034,77.45065591431478,station_128,ward_183,unknown
synt_metro_29_aug_79,12.965062041436786,77.62597836824362,station_129,ward_69,unknown
synt_metro_30_aug_80,12.960438319392502,77.58089295199201,station_130,ward_11,unknown
synt_metro_31_aug_81,13.0041501295007,77.5163421992748,station_131,ward_132,unknown
synt_metro_32_aug_82,12.953774877851604,77.6746623334155,station_132,ward_173,unknown
synt_metro_33_aug_83,12.916776403993211,77.64209627906382,station_133,ward_166,unknown
synt_metro_34_aug_84,12.97124021201974,77.588190846591,station_134,ward_4,unknown
synt_metro_35_aug_85,12.946316813310043,77.5963998352274,station_135,ward_36,unknown
synt_metro_36_aug_86,12.89687551423014,77.68366768847169,station_136,ward_186,unknown
synt_metro_37_aug_87,12.988857128541534,77.61669312916416,station_137,ward_34,unknown
synt_metro_38_aug_88,12.88506127695411,77.58281632722505,station_138,ward_171,unknown
synt_metro_39_aug_89,12.995322098772691,77.58154542482626,station_139,ward_7,unknown
synt_metro_40_aug_90,12.952590549804885,77.54223018763113,station_140,ward_47,unknown
synt_metro_41_aug_91,13.077187743499794,77.58397606575238,station_141,ward_180,unknown
synt_metro_42_aug_92,13.02935431695494,77.49565837877306,station_142,ward_194,unknown
synt_metro_43_aug_93,13.000704083424605,77.67648512893739,station_143,ward_188,unknown
synt_metro_44_aug_94,12.921309378489456,77.67010296822382,station_144,ward_186,unknown
synt_metro_45_aug_95,12.949613254942188,77.63890973172225,station_145,ward_129,unknown
synt_metro_46_aug_96,13.015898810022593,77.63715416599861,station_146,ward_131,unknown
synt_metro_47_aug_97,13.057286736580807,77.48835072660114,station_147,ward_195,unknown
synt_metro_48_aug_98,12.996784145549936,77.63768832637756,station_148,ward_89,unknown
synt_metro_49_aug_99,12.945512431538944,77.55231501013543,station_149,ward_51,unknown
synt_metro_50_aug_100,12.99816382802544,77.72569493679981,station_150,ward_197,unknown
synt_metro_1_aug_101,12.96049647155959,77.69151976570711,station_151,ward_182,unknown
synt_metro_2_aug_102,12.92985323733126,77.61690569572012,station_152,ward_77,unknown
synt_metro_3_aug_103,13.044339405067634,77.63573285713092,station_153,ward_162,unknown
synt_metro_4_aug_104,12.997025155154732,77.48138797175821,station_154,ward_175,unknown
synt_metro_5_aug_105,13.023801874913989,77.57614006904458,station_155,ward_39,unknown
synt_metro_6_aug_106,13.071304415160768,77.56537250379162,station_156,ward_180,unknown
synt_metro_7_aug_107,12.958991693818199,77.70213327205661,station_157,ward_182,unknown
synt_metro_8_aug_108,13.006880536249222,77.53541730978209,station_158,ward_65,unknown
synt_metro_9_aug_109,12.97663820166353,77.56882574197104,station_159,ward_3,unknown
synt_metro_10_aug_110,13.062765428683967,77.56573989819572,station_160,ward_151,unknown
synt_metro_11_aug_111,12.978485755707476,77.6418519246698,station_161,ward_101,unknown
synt_metro_12_aug_112,13.004459408531845,77.65745330892356,station_162,ward_144,unknown
synt_metro_13_aug_113,12.943028864526918,77.55922539285397,station_163,ward_48,unknown
synt_metro_14_aug_114,13.044275643065536,77.59146816394637,station_164,ward_134,unknown
synt_metro_15_aug_115,13.014720760490661,77.57745234340118,station_165,ward_39,unknown
synt_metro_16_aug_116,12.884261373619246,77.67159132187992,station_166,ward_186,unknown
synt_metro_17_aug_117,12.9859322762571,77.73285214486837,station_167,ward_197,unknown
synt_metro_18_aug_118,13.079212283183535,77.57772191981121,station_168,ward_180,unknown
synt_metro_19_aug_119,12.96221705261413,77.63529381640106,station_169,ward_106,unknown
synt_metro_20_aug_120,12.977010500615389,77.58300501477594,station_170,ward_1,unknown
synt_metro_21_aug_121,12.988402228312886,77.57283828504178,station_171,ward_1,unknown
synt_metro_22_aug_122,13.006263373797209,77.54450836564963,station_172,ward_50,unknown
synt_metro_23_aug_123,12.951483657632657,77.59484191874596,station_173,ward_36,unknown
synt_metro_24_aug_124,13.123719632426528,77.64836320101463,station_174,ward_191,unknown
synt_metro_25_aug_125,12.87236885313382,77.5761345731289,station_175,ward_171,unknown
synt_metro_26_aug_126,12.976868070767253,77.56085291272328,station_176,ward_12,unknown
synt_metro_27_aug_127,12.948256274756254,77.66371940137687,station_177,ward_173,unknown
synt_metro_28_aug_128,12.978344285539173,77.49404791404335,station_178,ward_140,unknown
synt_metro_29_aug_129,12.932720355304502,77.64315384119114,station_179,ward_129,unknown
synt_metro_30_aug_130,12.949289690218812,77.57426766571912,station_180,ward_25,unknown
synt_metro_31_aug_131,13.000169329440595,77.52334806370857,station_181,ward_105,unknown
synt_metro_32_aug_132,12.988490849331628,77.60477068764337,station_182,ward_23,unknown
synt_metro_33_aug_133,12.943725029838431,77.58269893679999,station_183,ward_32,unknown
synt_metro_34_aug_134,12.99192342518711,77.58146393379633,station_184,ward_7,unknown
synt_metro_35_aug_135,12.95514388974946,77.6262267403978,station_185,ward_129,unknown
synt_metro_36_aug_136,12.892143922420688,77.64770494064399,station_186,ward_179,unknown
synt_metro_37_aug_137,12.975172388239875,77.59945195812391,station_187,ward_21,unknown
synt_metro_38_aug_138,12.826367322675647,77.57939489186342,station_188,ward_192,unknown
synt_metro_39_aug_139,13.045246173100148,77.55199356652162,station_189,ward_150,unknown
synt_metro_40_aug_140,12.911986244932137,77.57246932091738,station_190,ward_119,unknown
synt_metro_41_aug_141,12.99317946198827,77.57373052388658,station_191,ward_1,unknown
synt_metro_42_aug_142,13.0336474783709,77.48498961515966,station_192,ward_194,unknown
synt_metro_43_aug_143,13.018436866258487,77.66214545373914,station_193,ward_160,unknown
synt_metro_44_aug_144,12.928578332814293,77.60254233505066,station_194,ward_87,unknown
synt_metro_45_aug_145,12.982124934255843,77.55229311645371,station_195,ward_22,unknown
synt_metro_46_aug_146,13.008862731741333,77.58667267802336,station_196,ward_39,unknown
synt_metro_47_aug_147,13.051459587622366,77.48461828131396,station_197,ward_195,unknown
synt_metro_48_aug_148,13.000304353801829,77.61329757337451,station_198,ward_41,unknown
synt_metro_49_aug_149,12.945948161092753,77.56912164572425,station_199,ward_25,unknown
synt_metro_50_aug_150,12.976695522540064,77.68552463865872,station_200,ward_182,unknown
synt_metro_1_aug_151,12.969335749354673,77.68131521201323,station_201,ward_182,unknown
synt_metro_2_aug_152,12.918836452960107,77.61496943125766,station_202,ward_126,unknown
synt_metro_3_aug_153,13.058942203555683,77.64412309054337,station_203,ward_193,unknown
synt_metro_4_aug_154,12.959096494293988,77.52286472961819,station_204,ward_103,unknown
synt_metro_5_aug_155,13.046784177008403,77.56786589593719,station_205,ward_142,unknown
synt_metro_6_aug_156,13.06861761511863,77.56728257441993,station_206,ward_180,unknown
synt_metro_7_aug_157,12.99223507159675,77.68105018508382,station_207,ward_197,unknown
synt_metro_8_aug_158,13.053568742630732,77.54253745471384,station_208,ward_150,unknown
synt_metro_9_aug_159,12.979003885718926,77.5757528943638,station_209,ward_1,unknown
synt_metro_10_aug_160,13.061637361527895,77.58644324574736,station_210,ward_134,unknown
synt_metro_11_aug_161,12.97253642547132,77.6712495261073,station_211,ward_182,unknown
synt_metro_12_aug_162,13.068766067713593,77.67020337748465,station_212,ward_193,unknown
synt_metro_13_aug_163,12.93136936190666,77.54989502090268,station_213,ward_85,unknown
synt_metro_14_aug_164,13.029336478716736,77.6294760046488,station_214,ward_143,unknown
synt_metro_15_aug_165,12.950196729999236,77.56982838884508,station_215,ward_25,unknown
synt_metro_16_aug_166,12.892107630755408,77.66766662048957,station_216,ward_186,unknown
synt_metro_17_aug_167,13.09543051977397,77.6782797152351,station_217,ward_193,unknown
synt_metro_18_aug_168,13.037845904848911,77.55091129342503,station_218,ward_99,unknown
synt_metro_19_aug_169,12.981346011438848,77.67044713087677,station_219,ward_170,unknown
synt_metro_20_aug_170,12.954406248524998,77.6058480398128,station_220,ward_21,unknown
synt_metro_21_aug_171,12.97684011521308,77.57162377413083,station_221,ward_1,unknown
synt_metro_22_aug_172,12.998303839577762,77.57207170190345,station_222,ward_9,unknown
synt_metro_23_aug_173,12.964950671204159,77.60094654263236,station_223,ward_21,unknown
synt_metro_24_aug_174,13.150810785644856,77.6380678142396,station_224,ward_191,unknown
synt_metro_25_aug_175,12.923421585228938,77.56700200408635,station_225,ward_96,unknown
synt_metro_26_aug_176,12.983569513956644,77.53666432650267,station_226,ward_54,unknown
synt_metro_27_aug_177,12.97651481133703,77.62740497586414,station_227,ward_69,unknown
synt_metro_28_aug_178,12.985691365331958,77.47828924245431,station_228,ward_183,unknown
synt_metro_29_aug_179,12.982398070574456,77.63925508726527,station_229,ward_101,unknown
synt_metro_30_aug_180,12.919270869197819,77.55141407233569,station_230,ward_91,unknown
synt_metro_31_aug_181,12.997561690632795,77.51501578811698,station_231,ward_111,unknown
synt_metro_32_aug_182,12.98567010906258,77.63236266988407,station_232,ward_80,unknown
synt_metro_33_aug_183,12.939248435003417,77.58212309933323,station_233,ward_32,unknown
synt_metro_34_aug_184,12.925715539600677,77.54101138760811,station_234,ward_112,unknown
synt_metro_35_aug_185,12.964841957833741,77.60088682471937,station_235,ward_21,unknown
synt_metro_36_aug_186,12.897738031080559,77.63261501272528,station_236,ward_185,unknown
synt_metro_37_aug_187,12.984625181915025,77.63344273882393,station_237,ward_80,unknown
synt_metro_38_aug_188,12.858754858661303,77.58270488005013,station_238,ward_171,unknown
synt_metro_39_aug_189,13.008038393792129,77.59762680365024,station_239,ward_33,unknown
synt_metro_40_aug_190,12.91324636903895,77.64179315299621,station_240,ward_166,unknown
synt_metro_41_aug_191,13.012760732559785,77.57228821835717,station_241,ward_39,unknown
synt_metro_42_aug_192,13.028648739466318,77.52339855801245,station_242,ward_127,unknown
synt_metro_43_aug_193,12.968931190639642,77.62931058870727,station_243,ward_69,unknown
synt_metro_44_aug_194,12.91702867584892,77.65498664670783,station_244,ward_186,unknown
synt_metro_45_aug_195,12.936430108363384,77.58549121149606,station_245,ward_72,unknown
synt_metro_46_aug_196,13.047257274924412,77.61007501007877,station_246,ward_134,unknown
synt_metro_47_aug_197,13.05693679499238,77.48668175496172,station_247,ward_195,unknown
synt_metro_48_aug_198,12.980029763126932,77.60496754704843,station_248,ward_4,unknown
synt_metro_49_aug_199,12.948929149808807,77.54699983006961,station_249,ward_59,unknown
synt_metro_50_aug_200,12.955120856007461,77.6930114101512,station_250,ward_190,unknown
synt_metro_1_aug_201,12.926239253341805,77.66564756310878,station_251,ward_186,unknown
synt_metro_2_aug_202,12.923451661702503,77.6173299817493,station_252,ward_118,unknown
synt_metro_3_aug_203,13.045856106940246,77.62680421610683,station_253,ward_162,unknown
synt_metro_4_aug_204,12.960170454333102,77.52383119337935,station_254,ward_83,unknown
synt_metro_5_aug_205,13.013893249459215,77.58015596813289,station_255,ward_39,unknown
synt_metro_6_aug_206,13.071857676118174,77.56545400562622,station_256,ward_180,unknown
synt_metro_7_aug_207,12.993077274134265,77.65715113265931,station_257,ward_148,unknown
synt_metro_8_aug_208,13.033509864205923,77.54051011854668,station_258,ward_150,unknown
synt_metro_9_aug_209,12.978862603096777,77.58056313850068,station_259,ward_1,unknown
synt_metro_10_aug_210,13.062749064547766,77.58152615329993,station_260,ward_180,unknown
synt_metro_11_aug_211,13.007171239349978,77.65588719365175,station_261,ward_144,unknown
synt_metro_12_aug_212,13.021213474006199,77.65973547488692,station_262,ward_160,unknown
synt_metro_13_aug_213,12.905074292528175,77.54436563263734,station_263,ward_137,unknown
synt_metro_14_aug_214,13.121517769314554,77.62654106323056,station_264,ward_191,unknown
synt_metro_15_aug_215,12.983720980752674,77.57347185030125,station_265,ward_1,unknown
synt_metro_16_aug_216,12.901129987757837,77.69656379066029,station_266,ward_186,unknown
synt_metro_17_aug_217,13.014291705533319,77.69783622777996,station_267,ward_197,unknown
synt_metro_18_aug_218,13.064490103744756,77.56491300023569,station_268,ward_151,unknown
synt_metro_19_aug_219,12.965276929669356,77.63067806804791,station_269,ward_69,unknown
synt_metro_20_aug_220,12.98379576318024,77.61037458655504,station_270,ward_23,unknown
synt_metro_21_aug_221,13.036740912891673,77.55445387650302,station_271,ward_114,unknown
synt_metro_22_aug_222,13.005468205245318,77.52430707108029,station_272,ward_105,unknown
synt_metro_23_aug_223,12.952973601120176,77.57452286120008,station_273,ward_25,unknown
synt_metro_24_aug_224,13.104952562214518,77.67013166888931,station_274,ward_193,unknown
synt_metro_25_aug_225,12.872198999134486,77.57203893741556,station_275,ward_178,unknown
synt_metro_26_aug_226,12.961171100263302,77.55579843789589,station_276,ward_30,unknown
synt_metro_27_aug_227,12.96501673554485,77.62369264979377,station_277,ward_129,unknown
synt_metro_28_aug_228,12.974303408437615,77.45900055153497,station_278,ward_183,unknown
synt_metro_29_aug_229,12.950368828001467,77.62112645070384,station_279,ward_104,unknown
synt_metro_30_aug_230,12.916152947678995,77.60162218554332,station_280,ward_126,unknown
synt_metro_31_aug_231,12.993773035778931,77.51537782031284,station_281,ward_111,unknown
synt_metro_32_aug_232,12.997908814967362,77.59541015540469,station_282,ward_39,unknown
synt_metro_33_aug_233,12.934544703377952,77.57439219175322,station_283,ward_64,unknown
synt_metro_34_aug_234,12.992518842079786,77.63586673037624,station_284,ward_80,unknown
synt_metro_35_aug_235,12.980432970526657,77.59533661449255,station_285,ward_4,unknown
synt_metro_36_aug_236,12.90643034287474,77.6278846150144,station_286,ward_157,unknown
synt_metro_37_aug_237,12.957078297004886,77.60024000475384,station_287,ward_24,unknown
synt_metro_38_aug_238,12.850830563801074,77.58505096353677,station_288,ward_192,unknown
synt_metro_39_aug_239,12.992640059157214,77.57047687689543,station_289,ward_3,unknown
synt_metro_40_aug_240,12.907427822310321,77.56810855977133,station_290,ward_135,unknown
synt_metro_41_aug_241,12.997269919180507,77.57391517134948,station_291,ward_9,unknown
synt_metro_42_aug_242,12.97985458124743,77.56759073056578,station_292,ward_3,unknown
synt_metro_43_aug_243,13.03666620036178,77.60038623895774,station_293,ward_97,unknown
synt_metro_44_aug_244,12.936926418816771,77.62018741207098,station_294,ward_77,unknown
synt_metro_45_aug_245,12.956903558270296,77.56865828875657,station_295,ward_25,unknown
synt_metro_46_aug_246,13.020725310157301,77.64118742066218,station_296,ward_131,unknown
synt_metro_47_aug_247,13.042167305854395,77.48765724701839,station_297,ward_194,unknown
synt_metro_48_aug_248,12.969828633125779,77.61983763618501,station_298,ward_69,unknown
synt_metro_49_aug_249,12.933919923020213,77.53837006101203,station_299,ward_112,unknown
synt_metro_50_aug_250,12.97795591891309,77.6875253483287,station_300,ward_182,unknown
