h3_id,centroid_lat,centroid_lon,ward_id,elec_stress,water_stress,sewage_stress,pollution_stress,mobility_stress,compactness,sprawl,inequality_score,access_bus,access_metro,access_hospital,access_school,access_park
886014595bfffff,13.016071756519793,77.53627595593316,ward_94,0.3630109733802919,0.3630109733802919,0.3630109733802919,0.08947047384171164,0.40040211363717176,0.046949856275950184,0.9530501437240498,0.025343267190393377,1.03,0.86,1.38,0.33,2.04
8860145161fffff,12.896400010174487,77.53428678155021,ward_169,0.35416949268820674,0.35416949268820674,0.35416949268820674,0.18845705689224843,0.0031710275095792675,0.07984669434685407,0.9201533056531459,0.07297730550242343,0.64,0.83,0.86,0.54,3.75
8861892587fffff,12.948541857617831,77.59831850263484,ward_36,0.19016571576343486,0.19016571576343486,0.19016571576343486,0.8812128713221254,0.4768704201143919,0.073299265410412,0.926700734589588,0.07431075742073856,1.14,1.21,2.22,1.1,4.33
8860145917fffff,13.04603274037828,77.51993234502842,ward_172,0.5349585149269679,0.5349585149269679,0.5349585149269679,0.12921108486616975,0.09028709482923129,0.0830405621207282,0.9169594378792718,0.16723863207935014,1.69,0.67,1.32,0.05,7.04
8861892537fffff,12.963356443176025,77.64070521174854,ward_106,0.7445205165164172,0.7445205165164172,0.7445205165164172,0.07141152791723007,0.1906339965857287,0.07335249653997658,0.9266475034600234,0.061208728762233,0.91,2.59,1.52,0.18,3.06
8860145addfffff,12.918996992029674,77.48837435895997,ward_189,0.6565355787943732,0.6565355787943732,0.6565355787943732,0.8881566534193065,0.48815684428906214,0.08335994889811563,0.9166400511018844,0.1697421103002728,1.64,2.92,2.7,0.58,7.96
8860145a67fffff,12.95615443217079,77.56054109968734,ward_18,0.38942400618407536,0.38942400618407536,0.38942400618407536,0.9561471893896972,0.4978684464695132,0.07612051527733417,0.9238794847226658,0.06417801004648052,2.45,1.19,2.98,1.35,4.17
886189253bfffff,12.948388703037994,77.64045115469686,ward_129,0.17792550083994105,0.17792550083994105,0.17792550083994105,0.8125091781534051,0.8373015024840753,0.09240924092409239,0.9075907590759076,0.46515887450993415,1.21,1.82,0.17,0.74,17.37
88618925edfffff,12.948419881094058,77.63202303367277,ward_104,0.3235131037577039,0.3235131037577039,0.3235131037577039,0.9035723805323423,0.14173599974626253,0.09405940594059405,0.905940594059406,0.26884579453886337,1.32,0.33,1.97,0.55,10.67
8861892553fffff,12.918419467300696,77.64837116614694,ward_166,0.4970574420384713,0.4970574420384713,0.4970574420384713,0.14837812824927105,0.13020515633914514,0.07718513786862556,0.9228148621313744,0.021023746255643922,1.29,2.11,1.11,0.71,1.87
8861892ecdfffff,12.978263499684852,77.65781965379381,ward_146,0.6279658461813333,0.6279658461813333,0.6279658461813333,0.4547529697179319,0.012593861581140172,0.0910784626849782,0.9089215373150218,0.1338411506224703,1.03,2.43,4.32,0.64,6.09
8860145b1dfffff,12.986075986548558,77.56104103815647,ward_15,0.7185691967775971,0.7185691967775971,0.7185691967775971,0.6781233115418558,0.07374720571146495,0.08304056212072822,0.9169594378792718,0.09224389237661222,0.72,3.55,2.94,1.04,4.6
8860145b23fffff,13.015970618038212,77.56996437878519,ward_39,0.4829181410420505,0.4829181410420505,0.4829181410420505,0.5633625616414578,0.02844124596052996,0.10066006600660068,0.8993399339933993,0.190511979496836,2.77,1.97,1.85,0.43,8.56
88618925d7fffff,12.926110400092387,77.59372886586442,ward_72,0.53297684771889,0.53297684771889,0.53297684771889,0.8539337904614481,0.7630247217266972,0.0759075907590759,0.9240924092409241,0.019956439744153735,0.68,1.81,0.81,0.86,1.76
8860145b3bfffff,13.001062428301962,77.55286897286264,ward_28,0.43241980997982893,0.43241980997982893,0.43241980997982893,0.8063116760161175,0.30579749503591824,0.08719259022676461,0.9128074097732354,0.051961342848565586,1.62,2.59,0.25,0.69,2.46
88618924bdfffff,12.903773361747138,77.56387637685454,ward_135,0.06670547966739196,0.06670547966739196,0.06670547966739196,0.9685817497874935,0.18083654777913422,0.07494943042691367,0.9250505695730863,0.03539986057335277,1.4,2.94,1.75,1.0,2.47
8860145163fffff,12.896430233995973,77.52587012964561,ward_169,0.1213952298755513,0.1213952298755513,0.1213952298755513,0.6263728454360311,0.11565001169757079,0.10726072607260727,0.8927392739273927,0.25665823002992755,1.75,0.98,1.37,0.05,10.25
8861892e15fffff,12.99317194909313,77.67493903292102,ward_187,0.4670266249451748,0.4670266249451748,0.4670266249451748,0.6438628816544405,0.028026015273763492,0.10188438198658577,0.8981156180134142,0.13538062498940637,0.83,5.83,0.53,0.65,3.3
8861892531fffff,12.955857094253215,77.64479264694248,ward_141,0.4319841129613517,0.4319841129613517,0.4319841129613517,0.7943029248287639,0.08630646705089895,0.11056105610561054,0.8894389438943895,0.25116147686875445,0.59,2.4,1.42,0.18,10.08
88618925d1fffff,12.91861247742296,77.59781479487783,ward_109,0.3666093732470854,0.3666093732470854,0.3666093732470854,0.4662127329109709,0.05942318787862749,0.07963376982859575,0.9203662301714043,0.020274800675104926,1.16,1.83,1.03,0.62,0.38
8861892e87fffff,13.000817448503527,77.62869630748013,ward_89,0.39901784536294727,0.39901784536294727,0.39901784536294727,0.612592291075247,0.5713041661272875,0.102842542318748,0.897157457681252,0.08937777806440883,1.65,4.38,1.46,0.27,0.64
8861892cc1fffff,13.03077528816037,77.62077401362598,ward_123,0.7478865019616292,0.7478865019616292,0.7478865019616292,0.5442211504921464,0.0978555486415607,0.11551155115511551,0.8844884488448845,0.24126234258774062,0.97,1.12,1.21,0.62,9.76
8860145905fffff,13.053430369206776,77.5495311843226,ward_151,0.584395487177228,0.584395487177228,0.584395487177228,0.9544267392420349,0.651932796751443,0.11338230597253275,0.8866176940274673,0.12135338210946237,1.14,1.58,1.93,0.33,5.75
8860145967fffff,13.060874468225268,77.56229132162083,ward_151,0.506363242915038,0.506363242915038,0.506363242915038,0.6205483610181026,0.13584802526215847,0.11881188118811883,0.8811881188118812,0.40967389485200817,1.32,0.44,1.25,0.31,15.34
8860145acdfffff,12.926405389827936,77.50953377158741,ward_189,0.34133361249712796,0.34133361249712796,0.34133361249712796,0.14896273640106586,0.053743637380207404,0.11657617374640693,0.8834238262535931,0.07309950351004413,2.18,1.26,1.38,0.95,4.32
8861892c23fffff,13.068070005953006,77.65934988437067,ward_193,0.32589619303792616,0.32589619303792616,0.32589619303792616,0.28326764957752015,0.517803904549397,0.12211221122112209,0.8778877887788779,0.3788375256939683,1.82,3.48,1.35,0.11,14.91
8861892c81fffff,13.045791188877196,77.60417002597991,ward_113,0.11715566937134962,0.11715566937134962,0.11715566937134962,0.37035298388580146,0.2958316968732197,0.11977004152028106,0.880229958479719,0.10805092697005314,1.6,1.54,0.73,0.96,5.37
8860145849fffff,12.97119712613916,77.53552982919538,ward_63,0.5848503869929622,0.5848503869929622,0.5848503869929622,0.39511524823773514,0.16574902372672654,0.04854679016288725,0.9514532098371128,0.015786763215548862,0.84,1.11,1.86,0.55,1.2
8861892c5dfffff,13.023139654191924,77.66701732659278,ward_167,0.23101405116094473,0.23101405116094473,0.23101405116094473,0.31287553625072406,0.03033432490523466,0.12706270627062707,0.8729372937293729,0.4348294084903594,0.73,3.21,1.84,0.69,16.85
886014512bfffff,12.903954227927068,77.51337038467511,ward_159,0.6006424171243256,0.6006424171243256,0.6006424171243256,0.31826512665347423,0.4054460421107562,0.12456084318109228,0.8754391568189077,0.13361405023089662,0.89,1.8,2.12,0.12,6.04
88618925cdfffff,12.92598476642781,77.6274292079125,ward_138,0.6134368663340691,0.6134368663340691,0.6134368663340691,0.4320295001203837,0.018010713190447215,0.11774725859682739,0.8822527414031727,0.042288953794246985,2.09,2.74,2.46,0.46,2.24
8860145a65fffff,12.956125928712487,77.56896267104028,ward_18,0.3008569095846021,0.3008569095846021,0.3008569095846021,0.398010876530079,0.6007228920390402,0.11497923985946981,0.8850207601405302,0.08804049894527739,2.84,1.92,1.25,1.47,5.16
886014591dfffff,13.03851983348496,77.53243862361903,ward_127,0.4648673608912396,0.4648673608912396,0.4648673608912396,0.2775677167087138,0.3320933004981824,0.13366336633663367,0.8663366336633663,0.3860984874020994,0.88,2.12,0.93,0.09,14.65
8860145835fffff,13.016168512447887,77.5026003051932,ward_158,0.3118990970899585,0.3118990970899585,0.3118990970899585,0.79075946153956,0.09688976853515867,0.1353135313531353,0.8646864686468647,0.40305886809374997,0.35,2.79,0.48,0.54,15.18
8861892417fffff,12.88864901801191,77.60573439574874,ward_156,0.6029877263159812,0.6029877263159812,0.6029877263159812,0.31008077320733096,0.07336087415145753,0.11045459384648143,0.8895454061535186,0.06847450850998617,0.57,3.59,1.54,0.95,2.92
88618925b3fffff,12.956097152047933,77.5773850393682,ward_11,0.4088687270243312,0.4088687270243312,0.4088687270243312,0.2101804360498301,0.015264002832572201,0.11178537208559566,0.8882146279144043,0.08673664484328927,3.02,3.3,0.95,1.33,4.82
8860145a31fffff,12.956265715452142,77.52686278903666,ward_83,0.24084017081421216,0.24084017081421216,0.24084017081421216,0.29669694639476446,0.010929492096865693,0.0,1.0,0.02497099962488103,0.15,1.25,0.89,0.59,1.8
8861892ce1fffff,13.053208709972491,77.62536857407568,ward_162,0.32348359536302645,0.32348359536302645,0.32348359536302645,0.3528304008832237,0.1793310260750878,0.1419141914191419,0.858085808580858,0.6027219920407727,1.17,2.9,0.24,0.91,22.33
8860145b55fffff,12.978554434046352,77.57354967361117,ward_1,0.6157634880708649,0.6157634880708649,0.6157634880708649,0.6621275344425923,0.1471116026154495,0.12503992334717343,0.8749600766528266,0.0905820239168399,0.73,3.88,3.67,0.38,2.66
8860145927fffff,13.075878174034202,77.5456937793215,ward_184,0.3260584892066746,0.3260584892066746,0.3260584892066746,0.8015523904994631,0.05578839904744483,0.14521452145214522,0.8547854785478548,0.29458625115638065,0.66,1.4,1.55,0.21,11.5
88601459d9fffff,13.016215248477769,77.4857672743644,ward_194,0.5506869754978786,0.5506869754978786,0.5506869754978786,0.5165556988324282,0.06663702397751105,0.1468646864686468,0.8531353135313532,0.4096217064844241,1.0,1.18,2.1,0.76,15.76
8860145a8dfffff,12.94141702654287,77.4929507765754,ward_177,0.6633768139510687,0.6633768139510687,0.6633768139510687,0.7994997268544459,0.3848206062789759,0.13414244650271476,0.8658575534972852,0.024233139134180046,1.45,1.93,1.05,0.71,2.22
8860145865fffff,13.008580265964849,77.54036183251078,ward_65,0.2557286870791084,0.2557286870791084,0.2557286870791084,0.656575575017609,0.028136752178071,0.03875226232300649,0.9612477376769935,0.01898653037190927,1.26,1.03,1.51,0.1,0.81
886189250bfffff,12.933356084365382,77.65705488267504,ward_129,0.6541118714947404,0.6541118714947404,0.6541118714947404,0.04662751599787655,0.27406037591178434,0.1518151815181518,0.8481848184818482,0.44426984433130423,0.11,1.17,2.28,0.45,16.62
88601696cbfffff,13.075922026233266,77.52884929848457,ward_196,0.7949062830029778,0.7949062830029778,0.7949062830029778,0.24088069418003266,0.3313359321718288,0.13366336633663367,0.8663366336633663,0.11454131758503085,0.95,4.53,1.63,0.76,4.88
8860145105fffff,12.896460185994368,77.51745427568711,ward_169,0.2704028406891622,0.2704028406891622,0.2704028406891622,0.5512306583866979,0.37438491734449214,0.15511551155115513,0.8448844884488449,0.4495694156590243,0.99,0.29,1.68,0.84,16.82
886016961dfffff,13.090791656543342,77.56279161000171,ward_181,0.357795274177826,0.357795274177826,0.357795274177826,0.9310827758253394,0.044229343083706775,0.15170871925902268,0.8482912807409773,0.1935506300931435,0.4,1.37,1.48,0.87,8.13
8860145813fffff,12.986307577751315,77.48527501935209,ward_165,0.4517923385503839,0.4517923385503839,0.4517923385503839,0.9652596792337617,0.0604745379724607,0.14308527626956247,0.8569147237304375,0.1101838852993297,1.35,1.78,1.02,1.04,5.56
886014516dfffff,12.896369514454763,77.54270423115115,ward_169,0.6080100711924004,0.6080100711924004,0.6080100711924004,0.883581359306754,0.0524383636331036,0.16006600660066012,0.8399339933993399,0.22442399930865967,0.49,2.09,1.87,1.75,9.65
8860145125fffff,12.91888358102438,77.52203397957821,ward_159,0.62418135578397,0.62418135578397,0.62418135578397,0.10156904436073906,0.00688445868670955,0.14084956882785052,0.8591504311721495,0.03590212996580657,2.13,1.86,2.13,0.24,1.32
8861892c59fffff,13.01566984995545,77.66267326671944,ward_167,0.18522378244535603,0.18522378244535603,0.18522378244535603,0.3884090679708351,0.08607887097878675,0.158096454806771,0.841903545193229,0.14773293394133832,0.86,3.09,3.12,0.92,7.02
8861892e95fffff,12.993377421558264,77.6159275256197,ward_41,0.732788551246927,0.732788551246927,0.732788551246927,0.8786109764797104,0.9729433706407499,0.15969338869370808,0.8403066113062919,0.14850506820439452,0.1,3.97,0.61,0.73,5.82
8861892cbdfffff,13.060778456339,77.59599450875422,ward_161,0.33705412051290695,0.33705412051290695,0.33705412051290695,0.0590617429381848,0.19632268554084706,0.14516129032258063,0.8548387096774194,0.10137873924193266,1.07,1.37,1.99,0.53,5.08
8861892cb1fffff,13.060802871917545,77.58756751627622,ward_134,0.6428593516599135,0.6428593516599135,0.6428593516599135,0.3019824913504327,0.05085015810040507,0.13573938038965186,0.8642606196103482,0.04624502581229605,1.04,1.03,0.8,0.34,2.84
8860145b65fffff,13.00839697893067,77.59932622026093,ward_33,0.7468698141263803,0.7468698141263803,0.7468698141263803,0.9179368060641292,0.5180224632515108,0.153518577664218,0.8464814223357819,0.15034225085704622,1.99,1.1,1.64,1.03,7.06
8860145137fffff,12.911504913674118,77.49245790356638,ward_189,0.4017757401844232,0.4017757401844232,0.4017757401844232,0.9612300321339381,0.34110775620231026,0.1716171617161716,0.8283828382838284,0.4169625429984871,1.04,2.37,1.84,0.67,16.2
88618924b7fffff,12.911300172600209,77.55137190265268,ward_128,0.5184912447374387,0.5184912447374387,0.5184912447374387,0.6060921199980558,0.10919036322896086,0.14532098371127436,0.8546790162887257,0.061706926926524755,1.32,2.15,3.09,0.58,3.43
88618925a3fffff,12.963506095880325,77.59857039427169,ward_24,0.15718679294794113,0.15718679294794113,0.15718679294794113,0.48074934407738956,0.10905351183957182,0.17491749174917492,0.8250825082508251,0.2683590254425036,1.04,3.23,2.65,0.26,11.14
8861892583fffff,12.941074739876619,77.59398050332995,ward_58,0.08948823241307605,0.08948823241307605,0.08948823241307605,0.06907824678450283,0.06544084036630873,0.17087192590226769,0.8291280740977323,0.10649556415616185,2.67,0.65,2.15,0.69,5.23
8860145b33fffff,13.008554904176677,77.54878292418904,ward_50,0.21035006094574846,0.21035006094574846,0.21035006094574846,0.4929647379676766,0.23771364671766812,0.09198339188757586,0.9080166081124241,0.08035709420249783,0.53,1.87,1.65,0.89,4.3
8860145a6bfffff,12.941193199884426,77.56029116791997,ward_48,0.578475895084201,0.578475895084201,0.578475895084201,0.331929990934224,0.23024898185582718,0.14505482806345152,0.8549451719365485,0.08788211547708957,1.01,4.04,0.48,0.09,2.14
8860169659fffff,13.068318922241332,77.57505390938469,ward_180,0.21526988783724726,0.21526988783724726,0.21526988783724726,0.3731976964250105,0.05598832041120573,0.18151815181518152,0.8184818481848185,0.27891275168297147,1.43,2.89,1.54,0.53,11.5
8860145aa1fffff,12.963863205698887,77.48911309437567,ward_155,0.5257823439084438,0.5257823439084438,0.5257823439084438,0.6674272591367605,0.7214108327852966,0.18316831683168316,0.8168316831683169,0.2528549843423552,1.41,1.21,1.38,0.92,10.41
886014590bfffff,13.038496150910532,77.5408597823649,ward_150,0.7404748793946976,0.7404748793946976,0.7404748793946976,0.9050922712612661,0.14273663212261747,0.18481848184818483,0.8151815181518152,0.32677742198680154,1.67,2.53,2.46,0.15,13.22
8861892c93fffff,13.038398676601663,77.57455239721565,ward_102,0.15944844257485533,0.15944844257485533,0.15944844257485533,0.1251573981136174,0.1629657149954601,0.1503779410199084,0.8496220589800916,0.09748588653141134,0.66,1.67,4.04,0.93,4.32
