h3_id,centroid_lat,centroid_lon,ward_id,mean_aqi,mean_electricity_kwh,mean_water_liters,mean_traffic_speed_kmph,mean_mobility_count,green_cover_ratio,built_density_score,compactness_score,sprawl_index,time_to_nearest_bus_min,time_to_nearest_metro_min,time_to_nearest_hospital_min,time_to_nearest_school_min,time_to_nearest_park_min,electricity_stress_index,water_stress_index,sewage_stress_index,pollution_stress_index,mobility_stress_index,amenity_gap_score,transport_gap_score,resource_gap_score
8861892567fffff,12.955730494535636,77.67851553183544,,126.37566811472196,95.87828096310415,884.7148921373226,42.38357260841019,735.960540054918,0.0,54.12541254125412,0.016501650165016486,0.9834983498349835,1.21,0.19,2.47,0.58,18.43,0.32493754149673054,0.32493754149673054,0.32493754149673054,0.5402099285619247,0.017621401087976052,0.47786002073512596,0.20400000000000001,0.0
88618925cbfffff,12.918549232873655,77.61466373763237,,173.37314553670234,292.5709732305121,603.6884003771075,19.073149800286537,1303.0900347765914,0.0967741935483871,54.537953795379536,0.016395187905887357,0.9836048120941127,1.31,1.51,0.96,0.8,6.06,0.5808622328276211,0.5808622328276211,0.5808622328276211,0.8344346772916849,0.3896154111093964,0.14527750621335983,0.039999999999999994,0.0
8861892551fffff,12.91838634287126,77.65680000993146,,159.96509535177586,258.32586427798634,484.15392394037707,44.26915783293083,478.018494955317,0.0967741935483871,54.95049504950495,0.01788565953369531,0.9821143404663046,1.17,1.24,2.81,0.31,5.3,0.47747368242351235,0.47747368242351235,0.47747368242351235,0.7504944231968773,0.004656980200605717,0.12103216156089339,0.014000000000000012,0.0
886189256bfffff,12.940759456705091,77.67825953721993,,192.24176741451092,124.98362235349774,931.1711073333694,30.956149186574006,2076.2455786852615,0.0,55.363036303630366,0.021452145214521465,0.9785478547854786,1.13,2.84,1.73,0.93,28.52,0.3946972303090866,0.3946972303090866,0.3946972303090866,0.9525604967059547,0.1299808509898597,0.7657092233021757,0.34199999999999997,0.0
8860145b21fffff,13.01594464807318,77.5783884782622,,86.2758435063005,119.34532555451415,1024.971245759893,19.654361084663233,3392.978260439929,0.0967741935483871,55.775577557755774,0.020866602789311184,0.9791333972106888,1.68,1.91,1.02,0.7,6.03,0.4178415936425347,0.4178415936425347,0.4178415936425347,0.2891675010378839,0.36961410002350986,0.14515264725337856,0.046,0.0
8860145b39fffff,13.001036304576731,77.56129104486568,,125.71046557159255,299.2205496555546,928.0615048222102,33.229629226213085,3888.416752305777,0.12903225806451613,56.18811881188119,0.021558607473650595,0.9784413925263494,0.47,1.12,0.52,0.46,3.12,0.708187397188903,0.708187397188903,0.708187397188903,0.5360454699177015,0.10146906015452753,0.07338151442360977,0.13000000000000003,0.0
8860145b0bfffff,12.986048887032434,77.56946347485582,,129.83761573960544,293.5134670512257,497.01437930707266,39.17631831980064,1885.10102357122,0.0967741935483871,56.6006600660066,0.02384754604492706,0.976152453955073,0.82,3.45,3.26,0.18,3.5,0.5467121647150268,0.5467121647150268,0.5467121647150268,0.5618832337246938,0.04253967700102645,0.08961949380326534,0.526,0.0
8860145859fffff,12.96378489099555,77.51436050048356,,185.76391941511855,235.20052716945884,749.7316882099776,11.185629127115654,229.814145736388,0.3225806451612903,57.01320132013201,0.01900351325455126,0.9809964867454487,1.83,1.6,1.78,1.63,2.48,0.5308154387947894,0.5308154387947894,0.5308154387947894,0.9120063371110102,0.8665550871068216,0.02139837406653746,0.046,0.0
88618925e9fffff,12.94095190898383,77.62768257716623,,198.6036143514333,101.62269234660913,289.0595683394738,10.132322245621781,3105.348645899052,0.06451612903225806,57.42574257425743,0.02778664963270521,0.9722133503672948,0.5,0.97,0.99,0.77,4.45,0.128541232718235,0.128541232718235,0.128541232718235,0.9923884389520156,0.9864473865037707,0.09999913536778773,0.094,0.0
8861892e1dfffff,12.985671658164046,77.6790275978554,,166.95078536111748,95.36111131194403,854.8118374274918,39.88333867886782,4197.157503661181,0.0,57.83828382838284,0.031353135313531365,0.9686468646864687,0.87,5.73,1.91,0.71,8.45,0.3164644534741632,0.3164644534741632,0.3164644534741632,0.7942278957245168,0.036702235105816994,0.20257757461583875,0.9720000000000001,0.0
8861892c53fffff,13.02319638771894,77.6501527767007,,171.62846947677232,254.1976275974858,531.0111943152368,31.45995587761424,2854.9640721706423,0.06451612903225806,58.25082508250825,0.030874055147450227,0.9691259448525498,2.18,0.59,3.47,0.36,3.24,0.48914747856067686,0.48914747856067686,0.48914747856067686,0.8235122426525086,0.12330718190797284,0.08383908556026713,0.31800000000000006,0.0
8860145937fffff,13.068455060716225,77.5245145822217,,134.4846979301632,60.3937251626785,423.0631216946896,26.977743424489358,400.01084452636366,0.0967741935483871,58.663366336633665,0.03129990418396678,0.9687000958160332,1.39,3.95,2.29,0.3,4.3,0.10235425223043502,0.10235425223043502,0.10235425223043502,0.5909759992271233,0.19143656963078712,0.09687219251331315,0.512,0.0
8861892519fffff,12.925920310525122,77.64428415039639,,148.68555553790483,228.91082057610532,292.78149580005623,31.886222237607143,1192.5798951740194,0.0,59.07590759075907,0.03630363036303629,0.9636963696369637,1.4,1.87,1.16,0.24,11.35,0.3605051100401583,0.3605051100401583,0.3605051100401583,0.6798795742822124,0.11782535068992078,0.30020692228448526,0.09400000000000004,0.0
88618925bbfffff,12.948601205513505,77.5814710124756,,117.41623722042445,96.63260823284615,217.58394105746586,29.461977957560467,2997.5227000360546,0.16129032258064516,59.48844884488449,0.03183221547961247,0.9681677845203875,2.26,2.34,1.03,0.78,7.31,0.09607545127286128,0.09607545127286128,0.09607545127286128,0.48411997547853947,0.1511156107515255,0.17984851250927203,0.016000000000000014,0.0
8861892e15fffff,12.99317194909313,77.67493903292102,,121.75537091970435,116.91821559314972,280.6781629287726,43.93819487849628,1084.0147826659486,0.06451612903225806,59.9009900990099,0.03704886617694028,0.9629511338230597,0.83,5.83,0.53,0.65,3.3,0.15513316775836344,0.15513316775836344,0.15513316775836344,0.5112848488378566,0.00685201642170423,0.07567755792185993,1.0,0.0
8860145b6dfffff,13.000901576141489,77.60341336139636,,42.8818872565115,249.26447762158344,1166.7846209425363,39.83172011745137,3287.7586638074454,0.25806451612903225,60.31353135313532,0.030607899499627392,0.9693921005003726,1.58,2.61,1.45,0.92,3.68,0.7053982875047947,0.7053982875047947,0.7053982875047947,0.017502369751218935,0.03712140598730686,0.07074262314733169,0.20599999999999996,0.0
8860169659fffff,13.068318922241332,77.57505390938469,,92.0272683868199,152.78472618413204,423.5965146794765,19.65361172453475,4625.300766640069,0.0,60.726072607260726,0.0429042904290429,0.9570957095709571,1.43,2.89,1.54,0.53,11.5,0.2706530615605491,0.2706530615605491,0.2706530615605491,0.32517393442823167,0.36963912623189404,0.29518330252482217,0.29200000000000004,0.0
88618924e7fffff,12.903679253798057,77.58914013387084,,107.74936997428895,85.87591621502823,241.11633616950684,13.138696637575874,4310.546418827022,0.16129032258064516,61.13861386138614,0.0373682529543277,0.9626317470456723,1.18,1.04,2.1,0.38,3.88,0.08628738713846142,0.08628738713846142,0.08628738713846142,0.42360116165029055,0.6951158080057476,0.0846738004477787,0.02799999999999998,0.0
8860145831fffff,13.008702969097945,77.4982683505764,,69.67128993376149,263.84254527332365,569.5595367455218,43.23588753312458,4872.841293026389,0.0,61.55115511551155,0.046204620462046195,0.9537953795379538,0.75,1.82,1.45,0.27,18.49,0.5227156325722576,0.5227156325722576,0.5227156325722576,0.18521573871701447,0.011621225903150954,0.49689648037121287,0.21400000000000002,0.0
88618924ebfffff,12.888714521437711,77.58888877560265,,122.9959262871698,152.87052696282177,571.5415655134934,42.99953177995356,2205.3651133261874,0.0967741935483871,61.96369636963696,0.04322367720643032,0.9567763227935697,1.7,2.16,1.02,0.51,5.21,0.32380377402752947,0.32380377402752947,0.32380377402752947,0.5190512676181797,0.013261301437600745,0.12513004367007408,0.09200000000000004,0.0
8861892c59fffff,13.01566984995545,77.66267326671944,,144.77346167866585,202.76287700706789,375.9568647241156,41.0933657858164,3098.7626226559796,0.03225806451612903,62.37623762376238,0.04790801660811243,0.9520919833918876,0.86,3.09,3.12,0.92,7.02,0.3452725656922988,0.3452725656922988,0.3452725656922988,0.6553881569576838,0.02717783444974093,0.15003559076634698,0.446,0.0
886189259dfffff,12.933607829212727,77.58964292576523,,72.32635039189171,69.54200225496811,346.7942519714377,39.43231629816527,2465.4035831255355,0.12903225806451613,62.788778877887786,0.044554455445544545,0.9554455445544554,1.27,1.47,1.98,0.48,0.63,0.09532683079422465,0.09532683079422465,0.09532683079422465,0.20183757756895104,0.04040188029131343,0.039577018552012164,0.039999999999999994,0.0
8861892dd9fffff,13.068147574284676,77.6340527344285,,179.37868422734402,67.44134866758212,765.0821378734937,40.156567075536536,4967.079361731921,0.03225806451612903,63.2013201320132,0.05110188438198659,0.9488981156180134,1.5,1.18,2.23,1.68,8.06,0.23890974665203932,0.23890974665203932,0.23890974665203932,0.8720319741928692,0.03450142016418804,0.17181432972638916,0.06400000000000002,0.0
88618925ddfffff,12.918580991605545,77.60623886842005,,113.52094360623282,175.81482739278795,544.8597971758879,37.98498706003517,4310.12524497407,0.22580645161290322,63.613861386138616,0.042159054615138934,0.9578409453848611,1.9,2.13,0.65,1.22,3.13,0.35708347714801403,0.35708347714801403,0.35708347714801403,0.4597337350304904,0.052867355554428334,0.06265375435280647,0.046,0.0
8860145163fffff,12.896430233995973,77.52587012964561,,177.35772406019143,77.74880382680489,1020.3973136741473,18.243377543319227,373.5384458300991,0.0,64.02640264026402,0.0561056105610561,0.9438943894389439,1.75,0.98,1.37,0.05,10.25,0.34788983490041453,0.34788983490041453,0.34788983490041453,0.8593798802935647,0.4203790016215981,0.2700119554193822,0.154,0.0
8860145921fffff,13.06838822854778,77.54978065423211,,192.77625811793837,289.3873857509063,248.85104551715756,26.37806343370099,4044.010998587839,0.0,64.43894389438944,0.057755775577557754,0.9422442244224423,0.74,1.65,0.35,0.03,9.79,0.45831380337720795,0.45831380337720795,0.45831380337720795,0.955906642106533,0.20230775264745418,0.2698922680224075,0.182,0.0
8861892521fffff,12.963263364474756,77.66599564270467,,61.942477978342595,235.4729742537087,212.6259182283075,31.7354911511475,1095.7098274517737,0.03225806451612903,64.85148514851485,0.05748961992973492,0.9425103800702651,1.01,2.91,1.62,0.5,7.74,0.34877212870694435,0.34877212870694435,0.34877212870694435,0.13682999802832055,0.11974693884951815,0.1894688836516022,0.38,0.0
8860145943fffff,13.030980731701623,77.55336819577805,,137.6945603045632,80.2620670606516,240.5021751924628,28.143037315816017,400.9481965120816,0.12903225806451613,65.26402640264027,0.053177898435004804,0.9468221015649952,0.18,2.84,0.8,0.57,2.0,0.07925733680138719,0.07925733680138719,0.07925733680138719,0.611071140548969,0.1716365937806319,0.03673343859661152,0.532,0.0
8861892537fffff,12.963356443176025,77.64070521174854,,168.4856225541431,293.8939743377143,956.8058458464455,24.19868113661623,1463.5996133063547,0.16129032258064516,65.67656765676568,0.05259235600979455,0.9474076439902055,0.91,2.59,1.52,0.18,3.06,0.7162855343928737,0.7162855343928737,0.7162855343928737,0.8038366473475955,0.2463535616081187,0.06959539644350218,0.33599999999999997,0.0
8861892415fffff,12.888615857722222,77.61415839924341,,111.53158595779446,200.47164832479044,710.0183893615258,44.889287258537266,1355.29376161466,0.16129032258064516,66.08910891089108,0.05397636537847332,0.9460236346215267,1.0,2.53,1.95,1.36,3.8,0.4615449180566237,0.4615449180566237,0.4615449180566237,0.44727948671009754,0.0006312548106780567,0.061391156938167706,0.30599999999999994,0.0
8860145a33fffff,12.956292854012514,77.51844520631553,,162.2423020248651,216.85077678827122,282.4222049043524,10.70531166147848,4396.040834462335,0.22580645161290322,66.5016501650165,0.05110188438198658,0.9488981156180134,1.41,1.08,1.04,0.2,2.13,0.3410755622460953,0.3410755622460953,0.3410755622460953,0.7647507322149025,0.9183008060408658,0.046486339163143,0.06599999999999998,0.0
8860145819fffff,12.978792878154115,77.49777482377856,,71.40911126700715,289.30945307692684,454.4353684720438,34.11698579016449,2728.9216850935577,0.0,66.91419141914191,0.06765676567656766,0.9323432343234324,1.11,3.45,1.81,0.85,8.43,0.5324211214325391,0.5324211214325391,0.5324211214325391,0.1960952597713144,0.09137170124834205,0.20069732488299988,0.46799999999999997,0.0
8861892539fffff,12.948357251261466,77.64888007052257,,194.72126505136907,292.8794438693733,596.8685335136788,40.2765024953867,1778.6914373642257,0.0,67.32673267326733,0.06930693069306931,0.9306930693069306,0.31,1.25,1.31,0.76,21.23,0.5892516912148239,0.5892516912148239,0.5892516912148239,0.9680832355676672,0.03354478815608763,0.5685017799498,0.188,0.0
8861892c91fffff,13.038373621640458,77.58297754464131,,41.06293372882597,53.22442989423205,279.0957643971871,16.566574723849513,1158.0083270802556,0.12903225806451613,67.73927392739273,0.061801341424465,0.938198658575535,0.99,0.22,4.15,0.38,4.68,0.046090260596137175,0.046090260596137175,0.046090260596137175,0.006114925701209448,0.49195209753782787,0.1136928253285068,0.154,0.0
8860145a01fffff,12.941250792313223,77.54345128214575,,122.83487920796652,217.31447272629447,499.4792616421924,44.104196702939866,1925.566152784654,0.1935483870967742,68.15181518151815,0.05855424252102628,0.9414457574789737,0.39,2.96,0.52,0.24,2.03,0.41953159317195365,0.41953159317195365,0.41953159317195365,0.5180430425173558,0.005746929316773662,0.046250371996064035,0.514,0.0
8861892c2bfffff,13.060573218160508,77.66343910899086,,182.70078468977826,192.21867142068663,850.1430280317289,20.70847334757947,4709.9743889336,0.0,68.56435643564356,0.07425742574257424,0.9257425742574258,1.57,2.74,1.48,0.8,21.29,0.49791267722402965,0.49791267722402965,0.49791267722402965,0.8928297749990372,0.3362033958554774,0.5673178744512781,0.23400000000000004,0.0
886016961dfffff,13.090791656543342,77.56279161000171,,129.7728729310805,288.75165775412916,1102.0856150037057,18.725394799396096,3094.1419287660196,0.03225806451612903,68.97689768976898,0.0734589587991057,0.9265410412008943,0.4,1.37,1.48,0.87,8.13,0.7607299903973365,0.7607299903973365,0.7607299903973365,0.5614779154477304,0.40217645573647104,0.1958088149196445,0.194,0.0
8860145aa9fffff,12.956372633480287,77.49319725000922,,109.0210914691057,178.23197347910292,924.8783338584868,29.445396835212943,1732.073169687641,0.03225806451612903,69.38943894389439,0.0750558926860428,0.9249441073139572,0.41,0.92,2.18,0.92,2.79,0.49964401495495003,0.49964401495495003,0.49964401495495003,0.4315626940088697,0.1513621808389389,0.045800444790890696,0.10200000000000001,0.0
8861892c17fffff,13.04568687191747,77.63788741132267,,114.2725493095945,228.17667062748885,442.7588598361482,16.527481190574164,1541.4586115136917,0.0,69.8019801980198,0.07920792079207922,0.9207920792079207,1.58,2.33,1.86,1.05,22.86,0.42048367786935026,0.42048367786935026,0.42048367786935026,0.464439115219939,0.4937940198368891,0.6027647743999663,0.15,0.0
88618925b9fffff,12.948571668200072,77.589894359399,,54.37758692724947,149.7188785880878,680.4531286715214,18.77374669630381,2645.1589662463703,0.06451612903225806,70.21452145214522,0.07564143511125308,0.9243585648887469,1.75,1.02,1.46,0.4,6.71,0.3630109733802919,0.3630109733802919,0.3630109733802919,0.08947047384171164,0.40040211363717176,0.16417456017501622,0.146,0.0
8860145a2bfffff,12.956210619770674,77.543700348909,,70.18903624305625,88.68111203572685,967.2068674660644,44.49605127190847,449.68035661731415,0.03225806451612903,70.62706270627064,0.07984669434685407,0.9201533056531459,1.59,2.16,2.83,0.77,4.1,0.35416949268820674,0.35416949268820674,0.35416949268820674,0.18845705689224843,0.0031710275095792675,0.08127963707260868,0.11400000000000002,0.0
8861892e11fffff,12.985702321810678,77.67059481829276,,180.8451788285241,109.92614753091024,390.8255310243987,16.893767039339167,1330.9667755978815,0.0,71.03960396039604,0.08415841584158415,0.9158415841584159,1.07,5.1,2.28,0.94,11.5,0.19016571576343486,0.19016571576343486,0.19016571576343486,0.8812128713221254,0.4768704201143919,0.27986371206441923,0.8059999999999998,0.0
8860145b0dfffff,12.993488799175898,77.58222416562413,,60.725484163702305,286.67292338920026,464.83946238437926,34.215127860451176,639.0297684627546,0.22580645161290322,71.45214521452145,0.06643244969658256,0.9335675503034174,0.43,3.53,1.11,0.96,3.66,0.5349585149269679,0.5349585149269679,0.5349585149269679,0.12921108486616975,0.09028709482923129,0.07331667468496633,0.62,0.0
88618925e3fffff,12.948481416345501,77.6151691770382,,51.49297267567906,265.1075133085118,1170.5876763128072,27.023097837014046,1634.5984153822055,0.0,71.86468646864687,0.08745874587458746,0.9125412541254125,1.51,2.89,0.8,0.57,10.14,0.7445205165164172,0.7445205165164172,0.7445205165164172,0.07141152791723007,0.1906339965857287,0.265752633091978,0.276,0.0
8861892ec1fffff,12.978293826573747,77.64938907665191,,181.954331759215,272.11543341866917,883.4335437311652,16.6477123449491,273.9817104310806,0.06451612903225806,72.27722772277228,0.08335994889811563,0.9166400511018844,1.54,0.91,3.73,0.3,6.99,0.6565355787943732,0.6565355787943732,0.6565355787943732,0.8881566534193065,0.48815684428906214,0.16253702374887072,0.126,0.0
8861892ca1fffff,13.068222661605231,77.60876274498547,,192.81468151895493,103.51396865567109,986.7787142156037,16.44165635832443,1226.6513788937712,0.03225806451612903,72.68976897689768,0.08783136378153943,0.9121686362184606,2.4,1.57,1.17,0.55,2.58,0.38942400618407536,0.38942400618407536,0.38942400618407536,0.9561471893896972,0.4978684464695132,0.050030316925421515,0.16599999999999998,0.0
88618925d9fffff,12.91111406152771,77.60190071276395,,169.87091414669987,75.14362117285083,529.5858989179007,11.476735767243378,1321.897488492375,0.25806451612903225,73.1023102310231,0.06856169487916532,0.9314383051208347,0.42,1.97,1.79,1.03,0.48,0.17792550083994105,0.17792550083994105,0.17792550083994105,0.8125091781534051,0.8373015024840753,0.03136075061976297,0.31,0.0
8861892edbfffff,12.963417125650698,77.62384889837921,,184.41673606091348,117.2909220611633,726.787032009965,30.1068996508706,2253.9827462521594,0.0,73.51485148514851,0.09405940594059405,0.905940594059406,0.89,1.8,1.02,0.29,10.56,0.3235131037577039,0.3235131037577039,0.3235131037577039,0.9035723805323423,0.14173599974626253,0.27894234111686006,0.182,0.0
8860145b05fffff,13.000983235392043,77.57813758092796,,63.78709843147688,238.65808248186775,597.4830396661384,30.939496127553404,3507.543762978783,0.3225806451612903,73.92739273927393,0.06483551580964549,0.9351644841903545,0.89,2.23,1.38,0.39,2.81,0.4970574420384713,0.4970574420384713,0.4970574420384713,0.14837812824927105,0.13020515633914514,0.05863743196529386,0.26799999999999996,0.0
8861892563fffff,12.948261252857318,77.67417158428373,,112.72534974021119,224.36665143514796,1042.1978160774179,43.095405827244434,4655.238869746813,0.0,74.33993399339934,0.09735973597359737,0.9026402640264026,0.4,1.72,2.4,0.92,24.81,0.6279658461813333,0.6279658461813333,0.6279658461813333,0.4547529697179319,0.012593861581140172,0.652613629428156,0.264,0.0
8860169641fffff,13.08323239160287,77.59215839337585,,148.40502197013626,259.71897871040346,1117.808671992868,35.78493090413566,2232.7113562541385,0.16129032258064516,74.75247524752476,0.08304056212072822,0.9169594378792718,1.95,2.58,3.09,0.83,5.89,0.7185691967775971,0.7185691967775971,0.7185691967775971,0.6781233115418558,0.07374720571146495,0.12297455903711604,0.12600000000000003,0.0
8861892e93fffff,12.985937751109661,77.60316119029106,,130.07391360600852,220.50350807832078,647.4933444156862,40.92864888047698,226.15597986207587,0.06451612903225806,75.16501650165017,0.09416586819972322,0.9058341318002767,1.18,4.11,0.08,0.38,5.88,0.4829181410420505,0.4829181410420505,0.4829181410420505,0.5633625616414578,0.02844124596052996,0.1586379916680214,0.5860000000000001,0.0
8861892cb7fffff,13.068295269973795,77.58347992285208,,176.48780239307132,198.32108758671865,902.6542148677297,12.288769511735602,2677.282374471915,0.06451612903225806,75.57755775577557,0.09570957095709569,0.9042904290429044,0.85,1.39,0.39,0.61,7.02,0.53297684771889,0.53297684771889,0.53297684771889,0.8539337904614481,0.7630247217266972,0.18306451935754256,0.10799999999999998,0.0
8861892c8bfffff,13.03832268752397,77.59983023019032,,168.88096694468064,101.9303861734254,1109.6973759993773,21.771099611132207,3053.287860036118,0.0,75.99009900990099,0.10396039603960396,0.8960396039603961,0.78,0.86,1.46,0.91,13.96,0.43241980997982893,0.43241980997982893,0.43241980997982893,0.8063116760161175,0.30579749503591824,0.35950026490521875,0.015999999999999993,0.0
8861892cdbfffff,13.01589188519748,77.59523906797618,,194.8008943513922,68.24307125704507,241.04812217921284,27.589315329594708,2733.2540845383637,0.16129032258064516,76.4026402640264,0.08857659959544342,0.9114234004045566,1.36,0.91,1.57,0.57,4.93,0.06670547966739196,0.06670547966739196,0.06670547966739196,0.9685817497874935,0.18083654777913422,0.11073213887103614,0.09000000000000001,0.0
8861892e5bfffff,12.963199941136281,77.68285990099551,,140.13875146472975,70.95041427330005,381.8125907759046,32.0585950317187,2563.6228103590397,0.0,76.81518151815182,0.10726072607260727,0.8927392739273927,1.68,1.57,0.61,0.3,11.04,0.1213952298755513,0.1213952298755513,0.1213952298755513,0.6263728454360311,0.11565001169757079,0.2976325036660434,0.021999999999999974,0.0
8861892ee1fffff,13.000730850433879,77.65398641237643,,142.93249191597675,178.10558624635223,814.8987563352889,40.98263858973996,3944.1068821838912,0.0,77.22772277227723,0.10891089108910892,0.8910891089108911,0.68,4.21,3.71,0.23,10.63,0.4670266249451748,0.4670266249451748,0.4670266249451748,0.6438628816544405,0.028026015273763492,0.2576461669829696,0.706,0.0
886189258dfffff,12.941013871091938,77.61082994895047,,166.9627700043131,126.98285190010998,976.2978886396949,34.58021084852666,4618.39669063209,0.1935483870967742,77.64026402640263,0.08916214202065366,0.9108378579793464,0.73,3.31,1.65,0.74,2.23,0.4319841129613517,0.4319841129613517,0.4319841129613517,0.7943029248287639,0.08630646705089895,0.035912967263912236,0.516,0.0
8860145961fffff,13.053383036126998,77.56637835764624,,114.55585504016054,98.86649861056259,933.4913799505139,37.265633249643884,4683.302807588922,0.0,78.05280528052805,0.1122112211221122,0.8877887788778878,0.4,1.52,1.95,0.3,10.48,0.3666093732470854,0.3666093732470854,0.3666093732470854,0.4662127329109709,0.05942318787862749,0.2659331442597364,0.22399999999999998,0.0
88618925c3fffff,12.926048129416692,77.61057744573029,,137.93753863260264,188.36611116094718,566.023428702516,15.034518437496597,1170.0940847894815,0.06451612903225806,78.46534653465346,0.10651549025870329,0.8934845097412967,0.54,3.13,0.94,0.97,8.04,0.39901784536294727,0.39901784536294727,0.39901784536294727,0.612592291075247,0.5713041661272875,0.19890896495837412,0.518,0.0
8860145907fffff,13.053453623729437,77.5411087946208,,127.01639365842288,292.1668013728047,1025.511998968766,33.54183140726205,2323.8213080878063,0.0,78.87788778877888,0.11551155115511551,0.8844884488448845,0.79,1.48,3.1,0.84,10.82,0.7478865019616292,0.7478865019616292,0.7478865019616292,0.5442211504921464,0.0978555486415607,0.25467075068240236,0.13799999999999998,0.0
8860169651fffff,13.075810333106354,77.57096648710528,,192.53986841326113,267.39402153510093,686.4502639848967,13.743125135294967,3198.719671829977,0.0,79.2904290429043,0.11716171617161718,0.8828382838283828,1.59,1.91,0.36,0.48,14.13,0.584395487177228,0.584395487177228,0.584395487177228,0.9544267392420349,0.651932796751443,0.3856092462553642,0.06399999999999997,0.0
8861892461fffff,12.895948293224908,77.6522035523292,,139.20838759796445,248.59110181427616,559.9007824835204,30.526370071933222,2331.904615024019,0.03225806451612903,79.70297029702971,0.11497923985946984,0.8850207601405302,0.73,3.59,2.79,0.82,7.89,0.506363242915038,0.506363242915038,0.506363242915038,0.6205483610181026,0.13584802526215847,0.17734011808965255,0.5720000000000001,0.0
