h3_id,ndvi_mean,ndvi_min,ndvi_max,trend_2013_2023,centroid_x,centroid_y,ward_id
8860145b45fffff,0.47189511592756656,0.36045558361184016,0.5576994926198293,0.005724185735388809,1445591.1156165113,14155229.533788946,
8860145b2bfffff,0.4950725667595508,0.45224042088028504,0.5621681050454708,0.005007932805653235,1448097.0541798153,14144519.843748067,
88618925a5fffff,0.5212628412432667,0.45870763265855574,0.5965413674998677,0.0032675233580274415,1443918.9302961372,14163836.826271249,
8861892ed3fffff,0.4848574697285802,0.370327148545841,0.5520297828567238,-0.0006858769223224831,1443915.6526771758,14168210.697063109,
886189258dfffff,0.4745848924294764,0.3904866353517753,0.6008090224229914,-0.002970251689509908,1440587.0735545682,14163574.759379406,
88618925ebfffff,0.510557785225061,0.39898080956519066,0.6395225108732177,0.008225229401611838,1440583.639976666,14167948.004908402,
88618925d5fffff,0.4813780013929461,0.4290301817316003,0.5474819798436993,0.007128305119837337,1438924.5759839665,14159074.155416233,
8861892e93fffff,0.496651663384184,0.3665513169289373,0.543762884640459,0.00019958951668153145,1445587.9769840662,14159597.04054225,
8861892589fffff,0.483944266055804,0.3646651681936941,0.5926942389603549,0.006685221833190282,1439755.813239899,14161323.960318178,
8860145a29fffff,0.4878285823236235,0.41217657272542807,0.5517819563265859,-0.0012049426734857566,1442275.6556867473,14133184.129255144,
8860145a65fffff,0.49452468506683916,0.401350375551915,0.617899175850726,-0.0006310569713667411,1442269.3401096798,14141887.9971497,
8860145b67fffff,0.5274606599868638,0.4810130796666176,0.581164799353898,0.0039622708592774525,1448091.1331092112,14153242.475232305,
88618925e7fffff,0.5024013620376714,0.3977155943249129,0.5888422809540478,0.008584078051669941,1442249.6631933204,14168079.34310052,
88618925a7fffff,0.5085831844745716,0.41766519284483833,0.5780063382948479,0.005652852304929346,1443922.1774318174,14159466.295736488,
8860145849fffff,0.46385179801751025,0.38823151171440257,0.5412984813538253,-0.007183206389069169,1443947.058128376,14124621.737838771,
88618925a3fffff,0.49649500295176474,0.3984858732165035,0.5883964987956476,-0.009516188066073428,1443090.896556007,14157216.993035492,
8860145a2dfffff,0.48299434759872334,0.42369870172171836,0.6170445517312804,0.005625644254601475,1443106.7944056254,14135423.362885574,
8860145a41fffff,0.453795387637969,0.3650339598446744,0.5493618167797489,-0.008727265997536588,1438941.526121188,14137276.103473827,
8860145b61fffff,0.48411672153809615,0.42376521856156724,0.567101277951083,-0.0007417577695981079,1447256.8029696136,14155359.98247065,
8860145b03fffff,0.48117884599134464,0.40930495450539855,0.5266344669581035,0.0025003886097034753,1446434.5720491013,14140034.142064624,
8860145b5dfffff,0.4963729072440589,0.4240120713330032,0.5560892380851731,-0.004520352323947082,1443931.7360232354,14146374.698643284,
88618925b3fffff,0.44730333107412235,0.354086599561387,0.5218209841972479,-0.001005118452864952,1442266.1367055778,14146244.903302146,
88618925c3fffff,0.44550928887523555,0.39701476943914005,0.5503218202417379,-0.003383589476740713,1438921.0948182694,14163443.749519836,
8860145a25fffff,0.4764078042429618,0.37626960508603385,0.5974072001282571,0.002048457604361977,1443941.020567882,14133312.9949718,
8860145b11fffff,0.5106951838861193,0.4649825065619552,0.6058549449619742,0.005776436500180831,1445606.3515289929,14133441.87610969,
8861892eddfffff,0.49141143807436694,0.43513663497620836,0.5446439926195938,-0.004681812348095523,1443909.0059558144,14176968.478301423,
8861892eb7fffff,0.4526734178908838,0.37842654597628644,0.5270395612598966,0.0016509121289297773,1448916.4601854316,14164230.044583568,
88618925b9fffff,0.4957398406643336,0.43070730139984376,0.5435865350782222,0.0012659153955529006,1441428.4036781394,14152721.365911078,
8861892ed1fffff,0.48480098153976814,0.4007298237479202,0.5461679993007624,0.004765764672801006,1443912.3445665345,14172587.912830368,
8860145b69fffff,0.4443459639608417,0.34329569200375953,0.5314026507451001,-0.009555493430684342,1446422.4175825971,14157478.17076419,
8860145a23fffff,0.4735923508474137,0.4246529160104068,0.5704537214417448,0.0009856894043147797,1443112.9405845134,14126729.110688027,
8861892595fffff,0.4895818508748171,0.3344705952093428,0.5508340678079522,-0.006360192322541239,1440597.1917594718,14150475.039933125,
8860145b6dfffff,0.5130029008951827,0.4516497687585473,0.6026878063658565,0.0020602351974568214,1447253.7423605996,14159727.801035589,
8860145a6dfffff,0.5089145217960065,0.47977422893582633,0.5874108356944232,-4.533648538776171e-05,1441434.9494246787,14144001.22115515,
8861892e83fffff,0.4873704507017077,0.4197165729521789,0.5692655319626401,-0.005070208463923061,1446412.9813777565,14170596.181843573,
8860145a67fffff,0.5028999606846797,0.40258640513865634,0.6112965424120899,0.011072764965124446,1442272.5131006013,14137534.407353088,
8861892587fffff,0.4769510228807343,0.38631271992552146,0.5299563135465357,-0.004139268270143578,1441425.0851788477,14157086.4276644,
8860145a6bfffff,0.4980083414775592,0.40330401122202275,0.5979852058673726,0.003925218438053749,1440607.0363471708,14137405.2476838,
8861892eb9fffff,0.49039840285543657,0.42311096444149704,0.5489029515033994,0.0042953590646970345,1447247.529540926,14168473.452311188,
886189259bfffff,0.4413514683285914,0.36716362547502196,0.48673081616253866,-0.0018350440599926758,1438934.837171071,14145985.359266246,
8860145b19fffff,0.46840107277330906,0.3716147177882172,0.6341254937701548,-0.004069549928102824,1444772.1814440645,14135552.39097337,
8861892597fffff,0.5147128857219564,0.41858641571460375,0.5868231717987991,0.010390934047390214,1440600.5036794348,14146115.123510737,
8861892eb1fffff,0.5348755774858535,0.3960792690369015,0.6002138796038957,0.002007922663353402,1448082.0224887894,14166351.406701744,
8861892e8bfffff,0.5016053086538874,0.4420523026981592,0.5877730287266567,0.005307709736284459,1445578.3780352145,14172719.595730992,
8860145b01fffff,0.5101339241359216,0.4079203648890881,0.6257697862383722,-0.004305609103999454,1446431.579172175,14144390.164800411,
88618925c7fffff,0.515182523432923,0.4687780255468975,0.5820835525185147,-0.00045550534531706643,1439752.3558767757,14165695.379423736,
8860145b4bfffff,0.4704794911928556,0.38194998593017376,0.5802273520354505,0.00013468803293695714,1443928.5802869566,14150735.23661561,
88618925d7fffff,0.48696606857968094,0.40498808435991485,0.5443973293155505,0.0035921579106789423,1438928.026759087,14154707.895467877,
8860145b1bfffff,0.48099323766089924,0.3904954921018117,0.5455653194914836,-0.009692847594423754,1444775.1915514849,14131203.303187225,
8860145b0dfffff,0.47188653567120153,0.39985458881493646,0.5709450609080546,-0.012381177308744237,1446428.555807739,14148749.507377582,
8860145b29fffff,0.5211564498328034,0.3700585518568471,0.6119596849074387,0.00872845685098247,1448094.1089065175,14148879.497001007,
8861892edbfffff,0.4632738346994753,0.41977110141740354,0.5235073450706099,-0.00034585915114239494,1443080.9924339813,14170333.129323095,
8860145a47fffff,0.47774605745525206,0.35015683181990287,0.5792751769833335,-0.005160366668682208,1439775.9191267143,14135165.353032164,
8860145b39fffff,0.4755452975281845,0.3441876178814778,0.5406521453467179,-0.008680036774300005,1447268.7402637098,14137921.979144817,
8860145b2dfffff,0.4996086638327109,0.3944983925956044,0.6002687376831539,-0.0009398944151587578,1448925.4079655018,14151125.648620257,
8861892eb3fffff,0.49683296630093854,0.4084214762735348,0.6083320870676585,0.0048103728586318464,1448085.0899087905,14161978.425382089,
8861892ed7fffff,0.4692877187437379,0.38565914820895186,0.5907825749063902,-0.006759055792809736,1444747.003943288,14170464.64768484,
8860145b3bfffff,0.4559534493053835,0.3102218816230077,0.5517201729732354,-0.0063324026287615385,1447271.6483439633,14133570.772671605,
8860145a63fffff,0.46274924848063564,0.3840971294022226,0.5741939733559248,-0.011064408529339652,1441441.3735577855,14135294.350239433,
8860145a4dfffff,0.45055703665733443,0.32394683722344714,0.5337073135195989,0.010578366474269315,1438938.1968246754,14141629.073652713,
8860145a0dfffff,0.47994146871122256,0.38281217133744905,0.5960904809354872,0.004807532547474703,1440610.257111726,14133055.27895693,
88618925b7fffff,0.4654511089076665,0.3870798303887346,0.5308822557963535,0.008807112274256783,1443097.3470068981,14148489.574864157,
88618925a1fffff,0.4616747855167623,0.3549094577075339,0.528635112509706,0.0037203769965397757,1443087.6256498229,14161585.699224617,
8860145b1dfffff,0.4788297994503363,0.420327702030175,0.5405484575019824,-0.0009053496796052509,1445603.3652850299,14137792.7730808,
8860145b55fffff,0.49022000113412256,0.37963233588293976,0.596637470474978,0.003323580108728995,1444766.0698929809,14144260.501387583,
8860145a27fffff,0.49817637677007326,0.4223204762372364,0.5629252389973851,-0.0029926163390743,1443944.0545561062,14128965.714969326,
88618925e1fffff,0.4917533069045535,0.4249915517023231,0.5509660095151228,0.004507378852796455,1441414.9470762336,14170201.62675548,
8860145b43fffff,0.5110842074130258,0.4164257940909465,0.5776728831433262,-0.00014198846235678717,1444762.9684324628,14148619.533332909,
8860145b59fffff,0.4973840792158184,0.4207848183848437,0.5488440129695649,-0.0011412267230102708,1443100.5265684128,14144130.853506768,
8861892e99fffff,0.48756630951622704,0.421019578691866,0.5660443738684254,-0.0026609978768979215,1444750.2578273828,14166088.948535647,
8860145b57fffff,0.5178170563179797,0.4562960679344127,0.6122277964940137,-0.00016966022775054374,1444769.1408940393,14139904.78882227,
8860145b31fffff,0.4959728048246887,0.4275275986516077,0.6371256595227588,0.0037978330431072908,1448102.853188195,14135810.493485134,
8861892e91fffff,0.4577327797570718,0.3738532126721459,0.5248645810333598,-0.008690199088583523,1445584.8078486465,14163967.88330922,
88618925bbfffff,0.46947855199810085,0.4263730520181845,0.5184058445892967,-0.0012138531216909208,1441431.6917572848,14148359.631968522,
8860145b13fffff,0.5053173353908048,0.42766127290631994,0.5814898054461725,0.0008768056256284036,1445609.307320559,14129094.287107684,
8860145b53fffff,0.47943961390563156,0.42552394805041516,0.5773665418356321,-0.0007217525796977249,1443937.9561552787,14137663.582484493,
8860145a05fffff,0.4360000379572684,0.338341619456337,0.5039620750438476,-0.005073336625569765,1441444.5400403,14130945.880823744,
8861892ed9fffff,0.4669502396819137,0.40847993720719267,0.5258376889155435,0.00494616276775437,1443077.630107537,14174711.862668043,
8860145a45fffff,0.4932459795714684,0.4248108354024151,0.5860396360714912,-0.009115767591594904,1439772.644090823,14139516.822013127,
88618925abfffff,0.4311592004755022,0.36689676763939716,0.4964397179252224,-0.003817881789355365,1442256.3439301567,14159335.566615464,
8860145b09fffff,0.5217657842388869,0.42633731462271657,0.6124300891998524,-0.0019751980085170504,1445597.3014061686,14146504.509536969,
8860145a61fffff,0.4555085710048052,0.39141634694435573,0.5275044303934,-0.00950825619812656,1441438.1766887119,14139646.128799332,
8861892593fffff,0.48088459256353355,0.3939763770483138,0.5526071460335915,0.004958886398321911,1439769.3386880106,14143871.60432991,
8861892585fffff,0.47846984798311476,0.36370843574522194,0.6205500792156594,0.002871950755940379,1441421.7362510222,14161454.821920112,
8861892e95fffff,0.5012378829329116,0.4296868939172326,0.6122261191001404,0.0036118363404397088,1446416.157306222,14166220.169740977,
8860145b15fffff,0.45991046054760926,0.3065612194633115,0.580341506672247,-0.008106374601674474,1446437.5344469596,14135681.434505627,
8861892ebbfffff,0.5009692810283736,0.4012932307842614,0.5880811678540236,0.0016302328921958989,1447250.6512205144,14164098.956079043,
88618925b1fffff,0.5021743235690243,0.40982213300299797,0.567170359728901,-0.002696762249206261,1442262.902879889,14150605.130477523,
8861892ed5fffff,0.4902516148393232,0.42122601688811423,0.6066897843398156,-0.0036974183836170943,1444743.7195492473,14174843.694405962,
8861892e97fffff,0.5029259687845574,0.447196374986694,0.5956319762471537,0.00772050722979049,1446419.3027050276,14161847.500952756,
886189258bfffff,0.46222872127960124,0.40362604641932476,0.5260772808082044,0.005212837063835053,1439759.2401942115,14156955.877951683,
8861892cd9fffff,0.45551905612531113,0.37136151791807065,0.559157394532023,-0.009934836444924886,1448919.4733351395,14159858.577219356,
8860145b17fffff,0.5154756020383506,0.46436444830455936,0.6085667679798699,0.0016565552683289843,1446440.4663741915,14131332.037468806,
886014584dfffff,0.46743981885629143,0.3327165806555331,0.5495197551924571,-0.00779956355708215,1444778.1712247347,14126857.520820096,
8861892581fffff,0.5095392971703311,0.4079424995323178,0.6244318616307907,0.004253004474612798,1440590.47670542,14159204.85317633,
8860145b41fffff,0.46344042481385467,0.3955070110771524,0.5560548890450204,-0.0036218835802709036,1444759.8365040617,14152981.889331793,
8860145b35fffff,0.4913634046983722,0.40971025538471434,0.6407780582343919,0.003625305048730231,1448934.0808652008,14138051.200679347,
88618925a9fffff,0.5197982933259233,0.4457613247834932,0.6011242953117768,0.011244550167190467,1442253.0187893233,14163705.78496226,
8860145b49fffff,0.48100573930031404,0.4166420184632846,0.5491791280223328,0.0031198055525433555,1443925.3940926215,14155099.100750651,
8860145b63fffff,0.5224709479956089,0.4327680343115975,0.5914501515486144,0.004828255574540673,1447259.8330559905,14150995.495684145,
8860145b23fffff,0.4693087743935928,0.37431038533457645,0.6123074527002879,-0.003217121276602683,1448931.2204268044,14142406.030236645,
8861892599fffff,0.46161019839150585,0.38889769131622054,0.5460243009992236,-0.004129717674698083,1438931.447151999,14150344.96497959,
8861892583fffff,0.4714891982240127,0.41217125737177046,0.5363059417154412,0.007842846065103251,1440593.8494375932,14154838.281592952,
8861892591fffff,0.5017629736702133,0.451203484488248,0.5634174618348635,0.01140755693929993,1439766.0029098918,14148229.70464318,
8860145b21fffff,0.5074502996156977,0.42500231016000145,0.6214469254300459,0.0007547250320355244,1448928.3294630588,14146764.177993275,
8860145b0bfffff,0.45905101170214874,0.3957232071702918,0.5286108047437201,-0.0016101224431708545,1445600.3485802333,14142146.982670188,
88618925e3fffff,0.4812258149286393,0.39888433233122383,0.5801676160777312,0.005882773148963796,1441418.3568862784,14165826.553379886,
8861892cdbfffff,0.5370029692361986,0.4642118255468942,0.6414067736188858,0.010064812903957198,1448922.455925681,14155490.446798613,
8860145b51fffff,0.4874254870849942,0.43182192948109654,0.5719107911478937,0.009173776056200395,1443934.8613098694,14142017.482155606,
886189259dfffff,0.46099786553755795,0.38114778967251745,0.5552510778611938,-0.0002247901572076236,1439762.6367480839,14152591.127623564,
8860145b6bfffff,0.5145935915387392,0.4277964904611473,0.5604299614628406,0.004365903554606145,1446425.501947358,14153112.17447066,
8861892e9bfffff,0.46483993778958066,0.38875131166265686,0.5494361744151519,-0.007295730405593276,1444753.4812099359,14161716.592234548,
