h3_id,income_lower_pct,income_middle_pct,income_upper_pct,rental_prices,property_values,slum_population_percentage,housing_type,ward_id
8860145925fffff,0.152,0.475,0.373,31554.2,119771.38,0.028,apartment,
8861892e07fffff,0.147,0.505,0.348,31917.81,123869.24,0.0,apartment,
886014586dfffff,0.107,0.479,0.414,37859.72,145175.65,0.079,apartment,
8861892489fffff,0.054,0.592,0.354,34039.05,127880.42,0.139,apartment,
886016965dfffff,0.148,0.516,0.337,32179.4,124787.29,0.065,apartment,
8860145955fffff,0.033,0.609,0.359,35540.97,136957.37,0.026,apartment,
8860145acdfffff,0.076,0.55,0.373,33313.93,127541.73,0.0,apartment,
8860145937fffff,0.104,0.569,0.327,30340.47,113124.26,0.037,apartment,
8860145b43fffff,0.032,0.593,0.375,40503.39,152068.78,0.052,apartment,
8860145947fffff,0.099,0.568,0.333,34578.31,135079.85,0.022,apartment,
8861892eabfffff,0.033,0.631,0.336,37496.45,142146.79,0.09,apartment,
8860145843fffff,0.061,0.568,0.372,36681.12,143839.25,0.064,apartment,
8860145945fffff,0.042,0.554,0.404,36235.34,138935.26,0.032,apartment,
8861892c0bfffff,0.076,0.576,0.347,32439.98,126824.47,0.009,apartment,
8860145a5dfffff,0.095,0.543,0.362,37112.27,142917.14,0.0,apartment,
8861892ec3fffff,0.032,0.549,0.419,38325.28,145968.03,0.108,apartment,
8860145a53fffff,0.109,0.498,0.392,35542.13,132273.95,0.002,apartment,
8860145b03fffff,0.059,0.552,0.39,39739.85,153864.34,0.078,apartment,
8861892cc5fffff,0.081,0.562,0.357,34198.53,136371.07,0.095,apartment,
8861892c89fffff,0.054,0.612,0.334,36513.89,141480.25,0.0,apartment,
8861892e1bfffff,0.032,0.577,0.391,36238.29,139152.83,0.047,apartment,
88618924bdfffff,0.032,0.597,0.371,36125.69,139232.75,0.012,apartment,
88601459c3fffff,0.14,0.539,0.321,31337.34,116886.52,0.0,apartment,
8861892c59fffff,0.088,0.555,0.357,35327.88,133473.49,0.091,apartment,
8861892cd7fffff,0.052,0.559,0.389,36925.92,136950.14,0.014,apartment,
8860145967fffff,0.092,0.502,0.406,33591.65,129642.21,0.042,apartment,
8861892c33fffff,0.112,0.551,0.337,32244.11,123682.79,0.0,apartment,
8860145a15fffff,0.05,0.602,0.349,37163.84,134936.89,0.039,apartment,
8861892535fffff,0.042,0.55,0.408,36891.63,146545.59,0.0,apartment,
8860169643fffff,0.066,0.579,0.355,30558.07,119211.31,0.055,apartment,
886189256bfffff,0.093,0.576,0.33,33399.42,128029.89,0.037,apartment,
8861892cb3fffff,0.041,0.569,0.391,33748.58,122880.47,0.09,apartment,
886189253dfffff,0.094,0.451,0.456,37409.36,142360.37,0.0,apartment,
8861892e99fffff,0.032,0.584,0.384,38977.05,151531.52,0.063,apartment,
88618925c5fffff,0.032,0.537,0.431,37793.86,146500.42,0.0,apartment,
8860145861fffff,0.033,0.656,0.311,37529.38,140155.23,0.0,apartment,
8861892ec7fffff,0.032,0.588,0.379,37897.71,143882.34,0.0,apartment,
8860145919fffff,0.077,0.544,0.379,34591.12,130789.63,0.073,apartment,
8860145831fffff,0.089,0.501,0.41,33305.19,122764.37,0.089,apartment,
8860145a2dfffff,0.032,0.516,0.452,38714.7,155366.6,0.026,apartment,
8860145851fffff,0.038,0.567,0.395,35543.63,136242.64,0.1,apartment,
8860145a65fffff,0.032,0.531,0.437,39083.57,150807.64,0.0,apartment,
8860145ae3fffff,0.109,0.526,0.365,34396.29,130467.41,0.076,apartment,
8861892e03fffff,0.043,0.601,0.356,32478.79,128046.53,0.031,apartment,
88618925dbfffff,0.058,0.528,0.414,37564.56,147702.13,0.0,apartment,
8860145ac3fffff,0.05,0.577,0.373,32137.08,120185.24,0.011,apartment,
8860145845fffff,0.07,0.593,0.337,37441.33,148560.15,0.07,apartment,
8860145827fffff,0.129,0.558,0.313,34486.38,129826.6,0.128,apartment,
88601696ddfffff,0.17,0.507,0.324,28827.21,113002.35,0.116,apartment,
88601459d1fffff,0.14,0.501,0.359,29318.35,115221.17,0.153,apartment,
886016961dfffff,0.194,0.46,0.346,29887.08,111160.76,0.201,apartment,
8861892567fffff,0.086,0.561,0.353,34695.07,128269.71,0.035,apartment,
8860145b39fffff,0.033,0.604,0.363,38327.85,149281.98,0.0,apartment,
886014593bfffff,0.084,0.603,0.313,32124.45,121917.75,0.067,apartment,
8861892e15fffff,0.054,0.625,0.321,34225.78,127700.12,0.001,apartment,
8860145a41fffff,0.037,0.515,0.449,37256.1,145077.17,0.055,apartment,
8860145a69fffff,0.032,0.546,0.422,38626.91,150023.25,0.017,apartment,
8861892545fffff,0.108,0.509,0.383,33799.72,126539.72,0.0,apartment,
8860145869fffff,0.032,0.588,0.38,37897.17,141349.7,0.0,apartment,
8861892e37fffff,0.102,0.522,0.376,34044.53,131407.28,0.002,apartment,
8861892491fffff,0.086,0.616,0.299,34261.46,128715.38,0.031,apartment,
8861892cd1fffff,0.154,0.44,0.406,36596.26,145258.12,0.044,apartment,
88601458edfffff,0.152,0.466,0.382,32207.64,122359.26,0.082,apartment,
8860145859fffff,0.078,0.496,0.426,35369.55,133672.88,0.0,apartment,
886014594dfffff,0.076,0.562,0.362,37529.73,138543.74,0.073,apartment,
8860145933fffff,0.078,0.59,0.332,30123.36,117190.72,0.041,apartment,
8860169653fffff,0.115,0.519,0.366,31812.16,120027.01,0.075,apartment,
88601458e5fffff,0.122,0.536,0.342,31079.05,117258.57,0.0,apartment,
8860145903fffff,0.033,0.605,0.363,33764.32,127521.34,0.027,apartment,
8861892c91fffff,0.032,0.582,0.386,35672.94,142387.43,0.0,apartment,
8861892ea1fffff,0.032,0.56,0.408,36768.46,144013.11,0.0,apartment,
886014585dfffff,0.033,0.611,0.357,36865.23,139950.78,0.0,apartment,
8861892e53fffff,0.032,0.573,0.395,34505.19,132431.69,0.08,apartment,
8860145b61fffff,0.053,0.511,0.436,38907.57,147300.96,0.0,apartment,
88618924e1fffff,0.042,0.565,0.393,35994.67,139721.93,0.07,apartment,
88618924bbfffff,0.032,0.549,0.419,35144.5,132036.42,0.078,apartment,
8861892495fffff,0.087,0.526,0.386,34279.35,129885.28,0.045,apartment,
886014584dfffff,0.032,0.545,0.423,37915.08,145907.34,0.0,apartment,
8860145a2bfffff,0.034,0.623,0.342,38023.06,144139.09,0.0,apartment,
8861892dd1fffff,0.154,0.512,0.334,31921.27,118080.41,0.126,apartment,
8861892c19fffff,0.032,0.593,0.375,35200.64,131548.95,0.053,apartment,
8861892cc1fffff,0.032,0.587,0.381,36517.12,139555.95,0.0,apartment,
8861892c53fffff,0.076,0.527,0.398,34645.42,127132.11,0.03,apartment,
8861892c9bfffff,0.033,0.611,0.356,37549.27,140376.61,0.047,apartment,
8860145aa1fffff,0.05,0.645,0.305,32550.34,125657.31,0.066,apartment,
8860169649fffff,0.074,0.59,0.336,31450.71,119405.14,0.053,apartment,
8861892ee1fffff,0.032,0.584,0.383,35583.98,139476.56,0.0,apartment,
8860145aa9fffff,0.059,0.619,0.322,32658.32,127551.57,0.074,apartment,
8861892ea5fffff,0.078,0.447,0.476,35635.22,135659.54,0.04,apartment,
8861892523fffff,0.147,0.474,0.379,36747.59,139098.28,0.012,apartment,
8861892547fffff,0.169,0.486,0.345,34136.43,127430.77,0.095,apartment,
8861892ce5fffff,0.05,0.597,0.352,33389.23,123489.05,0.104,apartment,
8860145943fffff,0.033,0.609,0.359,36855.48,138216.68,0.031,apartment,
8860145b57fffff,0.032,0.538,0.43,39503.38,149415.91,0.081,apartment,
886014512bfffff,0.069,0.615,0.315,33668.67,127492.09,0.037,apartment,
8860145867fffff,0.042,0.62,0.338,35520.37,137189.01,0.086,apartment,
8861892c09fffff,0.061,0.576,0.363,32759.75,119922.18,0.0,apartment,
8860145163fffff,0.15,0.5,0.35,32861.97,127089.81,0.036,apartment,
8861892e1dfffff,0.08,0.556,0.363,33770.86,125505.79,0.045,apartment,
88618924e5fffff,0.033,0.626,0.341,36285.88,144041.06,0.023,apartment,
8860145a19fffff,0.045,0.596,0.359,36603.75,131920.08,0.004,apartment,
8861892ebdfffff,0.046,0.526,0.428,38096.15,145228.14,0.084,apartment,
886189241bfffff,0.071,0.603,0.326,32712.16,127177.37,0.086,apartment,
8860145811fffff,0.1,0.547,0.353,33307.44,127180.86,0.015,apartment,
8860145a47fffff,0.033,0.61,0.357,38990.28,144699.53,0.0,apartment,
8861892501fffff,0.032,0.567,0.4,35262.43,135793.77,0.009,apartment,
8861892e11fffff,0.033,0.698,0.268,35476.38,132721.03,0.049,apartment,
8861892ce1fffff,0.08,0.562,0.358,33807.69,126906.55,0.085,apartment,
8860145a6bfffff,0.08,0.495,0.425,39256.05,148677.94,0.002,apartment,
8861892539fffff,0.032,0.554,0.414,36645.48,143154.02,0.001,apartment,
8860145addfffff,0.142,0.514,0.344,31045.66,116923.52,0.077,apartment,
8861892cb5fffff,0.032,0.574,0.393,34068.31,123787.46,0.019,apartment,
88618925cdfffff,0.032,0.571,0.396,36968.85,140189.87,0.0,apartment,
8860145b17fffff,0.032,0.501,0.467,38073.24,145621.7,0.043,apartment,
88618925c1fffff,0.032,0.567,0.401,38241.89,145181.44,0.019,apartment,
8860145a21fffff,0.032,0.525,0.443,38984.73,146585.52,0.0,apartment,
8861892c1dfffff,0.069,0.544,0.388,33784.91,124594.18,0.0,apartment,
8861892c8bfffff,0.032,0.579,0.389,37587.62,139903.03,0.024,apartment,
886014582bfffff,0.096,0.52,0.384,34653.45,131591.32,0.054,apartment,
8860145815fffff,0.092,0.57,0.339,32520.66,129053.85,0.139,apartment,
8861892ecdfffff,0.032,0.579,0.389,36207.51,143052.23,0.008,apartment,
88618924b5fffff,0.045,0.601,0.355,36441.49,140871.91,0.0,apartment,
8861892e3bfffff,0.088,0.581,0.331,35063.08,130968.85,0.0,apartment,
8861892eb9fffff,0.032,0.564,0.404,37971.19,147898.4,0.024,apartment,
8860145a25fffff,0.048,0.52,0.432,38288.17,145972.07,0.0,apartment,
8861892563fffff,0.041,0.58,0.379,35024.72,134997.6,0.097,apartment,
8860145a51fffff,0.075,0.542,0.383,35193.07,136875.06,0.07,apartment,
8860145a05fffff,0.033,0.612,0.356,38847.23,149003.12,0.043,apartment,
8861892c23fffff,0.124,0.574,0.302,29509.88,114035.28,0.081,apartment,
8861892529fffff,0.06,0.599,0.342,35549.59,131455.36,0.082,apartment,
8861892405fffff,0.041,0.624,0.335,35145.04,130496.43,0.08,apartment,
886014583dfffff,0.08,0.561,0.359,34158.18,127537.15,0.118,apartment,
8860145105fffff,0.113,0.507,0.38,32093.23,122635.19,0.089,apartment,
8861892561fffff,0.062,0.622,0.316,33043.56,128568.44,0.122,apartment,
8861892ed5fffff,0.034,0.543,0.424,38900.87,147583.47,0.0,apartment,
8861892519fffff,0.032,0.591,0.377,35940.37,137080.17,0.063,apartment,
8861892eadfffff,0.032,0.577,0.391,35558.21,136186.44,0.036,apartment,
8860145969fffff,0.051,0.597,0.352,35617.24,135543.0,0.006,apartment,
8861892581fffff,0.033,0.614,0.353,39745.95,146925.77,0.0,apartment,
88601459cbfffff,0.09,0.572,0.338,31257.33,121606.11,0.119,apartment,
8861892e95fffff,0.032,0.517,0.451,37982.96,150733.33,0.045,apartment,
8860145961fffff,0.036,0.564,0.4,34251.45,130426.48,0.069,apartment,
8861892417fffff,0.032,0.584,0.384,35283.77,131081.65,0.047,apartment,
8861892ca1fffff,0.101,0.552,0.347,32119.57,123922.21,0.011,apartment,
886014516bfffff,0.091,0.527,0.382,33520.63,124303.91,0.058,apartment,
886014512dfffff,0.093,0.593,0.313,35072.59,131487.64,0.011,apartment,
8860145905fffff,0.06,0.629,0.311,33485.21,125124.93,0.028,apartment,
8860145927fffff,0.161,0.482,0.357,30949.9,117131.56,0.127,apartment,
8861892493fffff,0.114,0.561,0.326,32414.91,125527.92,0.077,apartment,
8861892edbfffff,0.032,0.591,0.377,38707.77,150746.23,0.0,apartment,
8861892425fffff,0.033,0.65,0.317,37339.84,138052.42,0.036,apartment,
8860169651fffff,0.052,0.621,0.328,32324.09,118262.88,0.087,apartment,
8861892c8dfffff,0.088,0.497,0.415,35288.27,131649.67,0.028,apartment,
8861892505fffff,0.068,0.524,0.408,35756.51,135389.47,0.079,apartment,
8860145137fffff,0.169,0.494,0.337,31147.11,117563.89,0.098,apartment,
88601458ebfffff,0.12,0.53,0.35,30416.45,116343.94,0.113,apartment,
8860145839fffff,0.065,0.535,0.4,34002.94,131684.87,0.011,apartment,
8860145b55fffff,0.086,0.433,0.48,39934.61,154625.5,0.023,apartment,
8860145b13fffff,0.032,0.523,0.445,37974.73,148293.86,0.0,apartment,
8860145a27fffff,0.032,0.511,0.457,38175.58,147955.29,0.05,apartment,
8861892515fffff,0.112,0.542,0.345,37294.5,137913.04,0.198,apartment,
8860145a59fffff,0.032,0.522,0.446,36286.5,138519.37,0.115,apartment,
886014584bfffff,0.032,0.579,0.389,36969.16,143135.98,0.0,apartment,
8860145b27fffff,0.032,0.579,0.389,37753.17,143772.02,0.0,apartment,
886014586bfffff,0.033,0.617,0.35,36696.4,138832.0,0.048,apartment,
8860145a63fffff,0.032,0.585,0.383,38898.56,149987.2,0.132,apartment,
886014598bfffff,0.043,0.632,0.325,29583.06,108910.44,0.097,apartment,
88601696c7fffff,0.126,0.519,0.355,28869.54,100638.38,0.117,apartment,
88601459c1fffff,0.099,0.494,0.408,31670.43,124676.13,0.092,apartment,
8861892c13fffff,0.047,0.65,0.304,35147.78,133957.4,0.169,apartment,
8861892555fffff,0.081,0.592,0.327,34554.57,128954.32,0.056,apartment,
886189252dfffff,0.074,0.675,0.251,35254.8,133897.7,0.063,apartment,
8861892ee7fffff,0.033,0.618,0.349,37076.2,134904.44,0.108,apartment,
8860145b67fffff,0.032,0.513,0.455,38397.18,150772.32,0.025,apartment,
8861892c83fffff,0.033,0.613,0.355,35688.2,135450.74,0.021,apartment,
8861892e87fffff,0.032,0.528,0.44,37759.21,146640.61,0.0,apartment,
8860145981fffff,0.12,0.565,0.315,28936.01,106428.7,0.016,apartment,
8861892dd9fffff,0.129,0.563,0.308,31500.64,122982.48,0.0,apartment,
8861892507fffff,0.049,0.559,0.392,36707.54,138412.32,0.0,apartment,
8860145b1bfffff,0.032,0.577,0.391,38179.51,152059.1,0.07,apartment,
88601459c9fffff,0.055,0.648,0.297,32946.07,123772.42,0.106,apartment,
8860145aebfffff,0.091,0.497,0.412,34121.83,130098.82,0.049,apartment,
8860145b2dfffff,0.033,0.615,0.353,38391.25,142849.05,0.052,apartment,
8861892551fffff,0.039,0.661,0.299,35625.63,130918.32,0.0,apartment,
8861892ebbfffff,0.032,0.589,0.379,38677.75,153222.74,0.0,apartment,
886189242bfffff,0.078,0.569,0.353,35429.23,134004.83,0.041,apartment,
8860145161fffff,0.102,0.539,0.359,34715.04,127221.23,0.095,apartment,
8861892dcbfffff,0.095,0.565,0.341,29959.43,115706.06,0.053,apartment,
8860169609fffff,0.112,0.544,0.344,31342.94,112103.65,0.091,apartment,
8860145a39fffff,0.032,0.536,0.432,36848.19,144681.4,0.001,apartment,
8860145ac5fffff,0.065,0.605,0.33,33992.28,128086.28,0.102,apartment,
8861892e5bfffff,0.032,0.575,0.393,33805.87,126746.4,0.13,apartment,
88618924a3fffff,0.035,0.587,0.378,37566.21,144878.2,0.0,apartment,
8860145807fffff,0.066,0.564,0.37,35001.78,132123.06,0.0,apartment,
88618925d9fffff,0.091,0.521,0.389,36985.43,145160.19,0.031,apartment,
8860145819fffff,0.104,0.552,0.344,33918.08,129332.01,0.096,apartment,
8861892cdbfffff,0.032,0.555,0.413,38324.35,145617.44,0.034,apartment,
886189258dfffff,0.033,0.611,0.356,39084.62,153503.12,0.044,apartment,
8860145a4dfffff,0.032,0.543,0.425,36629.72,144543.63,0.0,apartment,
8860145165fffff,0.033,0.625,0.342,35216.53,132179.82,0.018,apartment,
8861892413fffff,0.084,0.581,0.335,34720.41,129249.63,0.165,apartment,
88618924a5fffff,0.034,0.558,0.408,37853.26,145614.83,0.015,apartment,
886014590bfffff,0.101,0.519,0.38,34514.75,131787.04,0.031,apartment,
8860145923fffff,0.057,0.577,0.367,31019.77,119877.09,0.06,apartment,
88618925b3fffff,0.032,0.563,0.405,39111.15,150002.51,0.0,apartment,
8861892c1bfffff,0.066,0.582,0.352,35087.23,136103.04,0.111,apartment,
88601458c5fffff,0.161,0.499,0.34,30850.22,116151.72,0.037,apartment,
8861892433fffff,0.051,0.566,0.382,36074.24,142287.59,0.094,apartment,
8860145b3dfffff,0.032,0.551,0.417,38090.26,148480.15,0.085,apartment,
8861892ddbfffff,0.109,0.522,0.369,31750.22,122904.66,0.048,apartment,
886014595dfffff,0.103,0.458,0.439,36388.42,141682.89,0.029,apartment,
8861892485fffff,0.086,0.569,0.345,34580.32,138548.35,0.055,apartment,
8861892eb3fffff,0.033,0.601,0.367,39216.66,146818.3,0.076,apartment,
886014592bfffff,0.083,0.562,0.355,32537.91,122883.79,0.101,apartment,
88601459ddfffff,0.078,0.601,0.321,31315.56,116856.16,0.066,apartment,
8861892cd3fffff,0.032,0.528,0.44,37627.37,142756.77,0.0,apartment,
8860145aadfffff,0.114,0.571,0.316,33718.17,125717.44,0.041,apartment,
886189240dfffff,0.084,0.519,0.397,33067.53,127728.39,0.099,apartment,
8861892521fffff,0.09,0.575,0.335,35771.55,136076.65,0.0,apartment,
8860145b51fffff,0.032,0.522,0.447,40027.22,153389.55,0.0,apartment,
8861892cabfffff,0.111,0.487,0.402,34404.1,127944.54,0.047,apartment,
88618925edfffff,0.052,0.604,0.344,38432.81,148216.28,0.022,apartment,
886189251dfffff,0.061,0.525,0.414,36312.54,138092.24,0.012,apartment,
8861892c87fffff,0.076,0.57,0.354,34241.84,131346.39,0.09,apartment,
886189250dfffff,0.078,0.483,0.439,34778.63,133402.66,0.021,apartment,
8861892ed7fffff,0.048,0.586,0.366,39400.06,149332.26,0.018,apartment,
8860145b47fffff,0.032,0.519,0.45,39758.09,151019.86,0.05,apartment,
886189243bfffff,0.1,0.514,0.386,36125.89,136219.79,0.02,apartment,
88618925abfffff,0.032,0.549,0.419,40023.24,151609.47,0.026,apartment,
886016960dfffff,0.137,0.538,0.326,30249.89,111399.87,0.168,apartment,
88618924d7fffff,0.108,0.544,0.348,32457.05,126261.92,0.075,apartment,
8860145b23fffff,0.032,0.582,0.386,38202.28,144927.62,0.045,apartment,
8861892cb7fffff,0.113,0.506,0.382,33577.95,123127.28,0.014,apartment,
8860145abdfffff,0.127,0.552,0.322,31012.53,120695.24,0.031,apartment,
8860145911fffff,0.037,0.599,0.364,33974.74,128583.82,0.0,apartment,
8860145941fffff,0.063,0.574,0.363,36929.13,141536.36,0.005,apartment,
8861892eddfffff,0.032,0.571,0.397,38033.69,144272.57,0.005,apartment,
8860145167fffff,0.087,0.498,0.415,35120.74,129916.78,0.0,apartment,
8861892427fffff,0.071,0.581,0.348,35498.36,141218.22,0.06,apartment,
8860145a87fffff,0.065,0.679,0.256,31013.36,117932.9,0.038,apartment,
88618924a9fffff,0.059,0.522,0.419,35161.46,138089.09,0.032,apartment,
8860145a55fffff,0.032,0.576,0.392,35589.08,144183.26,0.103,apartment,
8861892e13fffff,0.05,0.581,0.369,35981.41,135270.73,0.102,apartment,
8860145849fffff,0.032,0.569,0.399,37949.74,146216.52,0.122,apartment,
8861892419fffff,0.063,0.52,0.417,33426.61,125664.16,0.09,apartment,
886014598dfffff,0.088,0.648,0.264,29561.63,114684.42,0.108,apartment,
8860145aa7fffff,0.133,0.532,0.335,32075.49,122778.92,0.035,apartment,
8861892e9dfffff,0.032,0.553,0.415,39585.28,149925.53,0.002,apartment,
8860145957fffff,0.06,0.602,0.338,34892.48,134584.33,0.077,apartment,
8861892439fffff,0.079,0.541,0.38,35615.4,135887.37,0.017,apartment,
8860145b35fffff,0.051,0.55,0.399,37446.39,143882.83,0.0,apartment,
8861892cddfffff,0.061,0.536,0.404,38270.21,141308.21,0.0,apartment,
8860145917fffff,0.12,0.488,0.392,32675.57,122081.18,0.097,apartment,
8860145929fffff,0.112,0.51,0.377,33172.9,125886.18,0.094,apartment,
88618920b3fffff,0.05,0.619,0.331,31793.17,118241.72,0.168,apartment,
886189255bfffff,0.05,0.559,0.391,34771.47,128925.11,0.051,apartment,
8860145acbfffff,0.083,0.589,0.329,31610.72,118158.86,0.108,apartment,
886014581bfffff,0.14,0.47,0.39,32574.9,123215.46,0.0,apartment,
8860145a85fffff,0.045,0.622,0.334,32067.77,123225.04,0.049,apartment,
8860145931fffff,0.099,0.567,0.334,32003.71,122295.98,0.109,apartment,
